TAXRANK_target,target,source,TAXRANK_source,data_source_x,relations_x,relations_y,Hits,Score,data_source_y,_merge
 SPECIES,NERKA,ONCORHYNCHUS, GENUS,VTO ontology,is_a,PARENT-CHILD,105.0,12.2,JEFF corpus,both
 SPECIES,MASOU,ONCORHYNCHUS, GENUS,VTO ontology,is_a,CHILD-PARENT,1.0,5.72,JEFF corpus,both
 GENUS,THYMALLUS,SALMONIDAE, FAMILY,VTO ontology,is_a,PARENT-CHILD,4.0,12.75,JEFF corpus,both
 SPECIES,ARCTICUS,THYMALLUS, GENUS,VTO ontology,is_a,PARENT-CHILD,34.0,12.96,JEFF corpus,both
 SPECIES,THYMALLUS,THYMALLUS, GENUS,VTO ontology,is_a,PARENT-CHILD,67.0,13.61,JEFF corpus,both
 SPECIES,ALTIVELIS,PLECOGLOSSUS, GENUS,VTO ontology,is_a,CHILD-PARENT,14.0,13.99,JEFF corpus,both
 SPECIES,VILLOSUS,MALLOTUS, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,13.99,JEFF corpus,both
 SPECIES,MORDAX,OSMERUS, GENUS,VTO ontology,is_a,PARENT-CHILD,16.0,13.14,JEFF corpus,both
 SPECIES,EPERLANUS,OSMERUS, GENUS,VTO ontology,is_a,PARENT-CHILD,20.0,13.51,JEFF corpus,both
 SPECIES,MACULATUS,GALAXIAS, GENUS,VTO ontology,is_a,PARENT-CHILD,38.0,13.45,JEFF corpus,both
 SPECIES,FASCIATUS,GALAXIAS, GENUS,VTO ontology,is_a,PARENT-CHILD,12.0,12.35,JEFF corpus,both
 SPECIES,ARGENTEUS,GALAXIAS, GENUS,VTO ontology,is_a,PARENT-CHILD,5.0,11.32,JEFF corpus,both
 SPECIES,OLIDUS,GALAXIAS, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,10.04,JEFF corpus,both
 SPECIES,PAUCISPONDYLUS,GALAXIAS, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,9.09,JEFF corpus,both
 SPECIES,OCCIDENTALIS,GALAXIAS, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,9.04,JEFF corpus,both
 SPECIES,DIVERSUS,NEOCHANNA, GENUS,VTO ontology,is_a,PARENT-CHILD,3.0,13.99,JEFF corpus,both
 SPECIES,STURIO,ACIPENSER, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,11.3,JEFF corpus,both
 SPECIES,RUTHENUS,ACIPENSER, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,12.19,JEFF corpus,both
 SPECIES,TRANSMONTANUS,ACIPENSER, GENUS,VTO ontology,is_a,PARENT-CHILD,5.0,13.23,JEFF corpus,both
 SPECIES,BAERII,ACIPENSER, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,11.3,JEFF corpus,both
 SPECIES,FULVESCENS,ACIPENSER, GENUS,VTO ontology,is_a,PARENT-CHILD,3.0,12.68,JEFF corpus,both
 SPECIES,GAGEI,ICHTHYOMYZON, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,13.0,JEFF corpus,both
 SPECIES,FOSSOR,ICHTHYOMYZON, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,13.41,JEFF corpus,both
 SPECIES,MARINUS,PETROMYZON, GENUS,VTO ontology,is_a,PARENT-CHILD,30.0,13.91,JEFF corpus,both
 SPECIES,TRIDENTATA,LAMPETRA, GENUS,VTO ontology,is_a,PARENT-CHILD,17.0,12.57,JEFF corpus,both
 SPECIES,AEPYPTERA,LAMPETRA, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,8.76,JEFF corpus,both
 SPECIES,RICHARDSONI,LAMPETRA, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,9.75,JEFF corpus,both
 SPECIES,FLUVIATILIS,LAMPETRA, GENUS,VTO ontology,is_a,PARENT-CHILD,25.0,11.15,JEFF corpus,both
 SPECIES,PLANERI,LAMPETRA, GENUS,VTO ontology,is_a,PARENT-CHILD,24.0,12.97,JEFF corpus,both
 SPECIES,REISSNERI,LETHENTERON, GENUS,VTO ontology,is_a,PARENT-CHILD,6.0,13.58,JEFF corpus,both
 SPECIES,CAMTSCHATICUM,LETHENTERON, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,12.54,JEFF corpus,both
 SPECIES,CAMTSCHATICUM,LETHENTERON, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,12.54,JEFF corpus,both
 SPECIES,UBIDIAI,ASTROBLEPUS, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,13.99,JEFF corpus,both
 SPECIES,GRACILIS,PIMELODELLA, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,13.0,JEFF corpus,both
 SPECIES,LONGIROSTRIS,AMPHILIUS, GENUS,VTO ontology,is_a,CHILD-PARENT,1.0,13.0,JEFF corpus,both
 SPECIES,LITHOPHILUS,SILURUS, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,10.47,JEFF corpus,both
 SPECIES,CEPHALUS,LEUCISCUS, GENUS,VTO ontology,is_a,PARENT-CHILD,37.0,13.15,JEFF corpus,both
 SPECIES,INTERMEDIA,GILA, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,11.0,JEFF corpus,both
 SPECIES,BRAZZAI,BARBUS, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,8.46,JEFF corpus,both
 SPECIES,NEOGAEUS,PHOXINUS, GENUS,VTO ontology,is_a,PARENT-CHILD,6.0,11.52,JEFF corpus,both
 SPECIES,BJOERKNA,ABRAMIS, GENUS,VTO ontology,is_a,PARENT-CHILD,8.0,11.5,JEFF corpus,both
 SPECIES,POLYLEPIS,PSEUDOCHONDROSTOMA, GENUS,VTO ontology,is_a,CHILD-PARENT,2.0,12.83,JEFF corpus,both
 SPECIES,DORSALIS,NOTROPIS, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,9.21,JEFF corpus,both
 SPECIES,BUCCULA,NOTROPIS, GENUS,VTO ontology,is_a,PARENT-CHILD,4.0,11.14,JEFF corpus,both
 SPECIES,MACULATUS,METYNNIS, GENUS,VTO ontology,is_a,PARENT-CHILD,3.0,10.8,JEFF corpus,both
 SPECIES,ALTISPINIS,SERRASALMUS, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,13.41,JEFF corpus,both
 SPECIES,AFFINIS,ROEBOIDES, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,9.44,JEFF corpus,both
 SPECIES,GYMNURUS,GASTEROSTEUS, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,8.27,JEFF corpus,both
 SPECIES,GULOSUS,LEPOMIS, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,8.76,JEFF corpus,both
 SPECIES,LONGIROSTRIS,PARANANOCHROMIS, GENUS,VTO ontology,is_a,CHILD-PARENT,1.0,12.41,JEFF corpus,both
 SPECIES,GOREENSIS,LUTJANUS, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,12.68,JEFF corpus,both
 SPECIES,AURATUS,PAGRUS, GENUS,VTO ontology,is_a,CHILD-PARENT,4.0,11.83,JEFF corpus,both
 SPECIES,KESSLERI,NEOGOBIUS, GENUS,VTO ontology,is_a,PARENT-CHILD,3.0,10.22,JEFF corpus,both
 SPECIES,CLIFFORDPOPEI,RHINOGOBIUS, GENUS,VTO ontology,is_a,PARENT-CHILD,9.0,12.81,JEFF corpus,both
 SPECIES,UMBLA,SALVELINUS, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,6.23,JEFF corpus,both
 SPECIES,VISON,MUSTELA, GENUS,VTO ontology,is_a,PARENT-CHILD,5.0,13.86,JEFF corpus,both
 SPECIES,REISSNERI,LAMPETRA, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,8.65,JEFF corpus,both
,BALLERUS,ABRAMIS,,,,PARENT-CHILD,1.0,8.96,JEFF corpus,right_only
,HRAMA,ABRAMIS,,,,PARENT-CHILD,1.0,8.98,JEFF corpus,right_only
,SCHLEGELI,ACANTHOPAGRUS,,,,PARENT-CHILD,1.0,12.68,JEFF corpus,right_only
,TETRANYCHIDAE,ACARI,,,,PARENT-CHILD,1.0,13.99,JEFF corpus,right_only
,CLADOCERA,ACARINA,,,,PARENT-CHILD,1.0,12.19,JEFF corpus,right_only
,CERNUA,ACERINA,,,,CHILD-PARENT,1.0,11.09,JEFF corpus,right_only
,ALBULA,ACID,,,,CHILD-PARENT,1.0,12.19,JEFF corpus,right_only
,COREGONUS,ACID,,,,CHILD-PARENT,1.0,12.19,JEFF corpus,right_only
,CYPRINODONTIFORMES,ACTINOPTERYGII,,,,PARENT-CHILD,1.0,13.41,JEFF corpus,right_only
,OSTEOGLOSSIDAE,ACTINOPTERYGII,,,,PARENT-CHILD,1.0,12.41,JEFF corpus,right_only
,LINNAEUS,ACULEATUS,,,,PARENT-CHILD,5.0,10.3,JEFF corpus,right_only
,PUNGITIUS,ACULEATUS,,,,PARENT-CHILD,1.0,9.21,JEFF corpus,right_only
,HOYI,ADULT,,,,CHILD-PARENT,1.0,12.68,JEFF corpus,right_only
,ACULEATUS,AESHNA,,,,PARENT-CHILD,1.0,8.34,JEFF corpus,right_only
,HOLBROOKI,AFFINIS,,,,PARENT-CHILD,1.0,9.27,JEFF corpus,right_only
,MYERSII,AFFINIS,,,,PARENT-CHILD,1.0,13.0,JEFF corpus,right_only
,LOTUS,AFRICANA,,,,PARENT-CHILD,1.0,13.41,JEFF corpus,right_only
,MOLINA,AGRARIA,,,,CHILD-PARENT,1.0,13.99,JEFF corpus,right_only
,RUTILUS,ALBULA,,,,PARENT-CHILD,1.0,7.27,JEFF corpus,right_only
,CEPHALUS,ALBURNUS,,,,PARENT-CHILD,2.0,10.02,JEFF corpus,right_only
,GLUTINOSA,ALNUS,,,,PARENT-CHILD,4.0,13.99,JEFF corpus,right_only
,NANA,ALONELLA,,,,CHILD-PARENT,1.0,12.68,JEFF corpus,right_only
,ROSTRATA,ALONELLA,,,,CHILD-PARENT,1.0,9.83,JEFF corpus,right_only
,PSUEDOHARENGUS,ALOSA,,,,PARENT-CHILD,2.0,10.21,JEFF corpus,right_only
,SAPISISSIMA,ALOSA,,,,PARENT-CHILD,1.0,9.27,JEFF corpus,right_only
,LINNAEUS,ALPINUS,,,,CHILD-PARENT,1.0,8.01,JEFF corpus,right_only
,LINNEAUS,ALPINUS,,,,PARENT-CHILD,2.0,12.54,JEFF corpus,right_only
,BALTEATUS,ALUTACEUS,,,,CHILD-PARENT,1.0,11.19,JEFF corpus,right_only
,BRAMA,AMARUS,,,,PARENT-CHILD,1.0,9.09,JEFF corpus,right_only
,PERCICHTHYIDAE,AMBIGUA,,,,PARENT-CHILD,1.0,12.68,JEFF corpus,right_only
,RUSPESTRIS,AMBLOPLITES,,,,PARENT-CHILD,1.0,10.91,JEFF corpus,right_only
,AURATUS,AMEIURUS,,,,PARENT-CHILD,1.0,9.67,JEFF corpus,right_only
,PERCA,AMEIURUS,,,,PARENT-CHILD,1.0,11.19,JEFF corpus,right_only
,NATALIS,AMIEURUS,,,,CHILD-PARENT,1.0,13.41,JEFF corpus,right_only
,EPHEMEROPTERA,AMPHIPODA,,,,PARENT-CHILD,1.0,11.3,JEFF corpus,right_only
,GASTROPODA,AMPHIPODA,,,,PARENT-CHILD,1.0,11.99,JEFF corpus,right_only
,HEMIPTERA,AMPHIPODA,,,,PARENT-CHILD,2.0,11.83,JEFF corpus,right_only
,TRICHOPTERA,AMPHIPODA,,,,PARENT-CHILD,2.0,11.35,JEFF corpus,right_only
,RINELORICARIA,ANCISTRUS,,,,PARENT-CHILD,1.0,13.99,JEFF corpus,right_only
,DIEFFENBACHIA,ANGUILLA,,,,PARENT-CHILD,1.0,7.52,JEFF corpus,right_only
,VULGARIS,ANGUILLA,,,,PARENT-CHILD,1.0,7.5,JEFF corpus,right_only
,CENTRARCHIDAE,ANGUILLIDAE,,,,PARENT-CHILD,1.0,12.68,JEFF corpus,right_only
,FENNICA,ANNALES,,,,PARENT-CHILD,1.0,13.99,JEFF corpus,right_only
,ETHEOSTOMA,ANNULARIS,,,,PARENT-CHILD,1.0,12.41,JEFF corpus,right_only
,ATROMACULATUS,ANOMALUM,,,,PARENT-CHILD,1.0,10.47,JEFF corpus,right_only
,OCULATUS,ANURA,,,,PARENT-CHILD,1.0,11.41,JEFF corpus,right_only
,MELANOSTOMA,APOLLONIA,,,,CHILD-PARENT,1.0,13.41,JEFF corpus,right_only
,MELANOSTOMUS,APOLLONIA,,,,CHILD-PARENT,1.0,8.82,JEFF corpus,right_only
,HEMIPTERA,ARACHNIDA,,,,PARENT-CHILD,1.0,11.3,JEFF corpus,right_only
,COLLEMBOLA,ARACHNIDAE,,,,PARENT-CHILD,1.0,13.41,JEFF corpus,right_only
,CINERA,ARDEA,,,,PARENT-CHILD,2.0,13.0,JEFF corpus,right_only
,ESOX,ARDEA,,,,PARENT-CHILD,1.0,11.99,JEFF corpus,right_only
,LUCIUS,ARDEA,,,,PARENT-CHILD,1.0,11.99,JEFF corpus,right_only
,NOBILIS,ARISTICHTHYS,,,,CHILD-PARENT,2.0,13.67,JEFF corpus,right_only
,RUPESTRIS,ARNBLOPLITES,,,,CHILD-PARENT,1.0,10.54,JEFF corpus,right_only
,LINNAEUS,ARUNDINACEA,,,,PARENT-CHILD,1.0,8.03,JEFF corpus,right_only
,LINNAEUS,ASOTUS,,,,CHILD-PARENT,1.0,8.03,JEFF corpus,right_only
,REPRODUCTIVOS,ASPECTOS,,,,PARENT-CHILD,1.0,13.99,JEFF corpus,right_only
,CICHLA,ASTYANAX,,,,PARENT-CHILD,1.0,11.0,JEFF corpus,right_only
,ATHERINOPSIDAE,ATHERINIDAE,,,,PARENT-CHILD,1.0,13.99,JEFF corpus,right_only
,CATARACTAE,ATRATULUS,,,,PARENT-CHILD,1.0,10.91,JEFF corpus,right_only
,LINNAEUS,AURATA,,,,PARENT-CHILD,1.0,8.03,JEFF corpus,right_only
,HASSELTI,AURATUS,,,,PARENT-CHILD,1.0,12.68,JEFF corpus,right_only
,SCLATERI,AURATUS,,,,PARENT-CHILD,1.0,11.0,JEFF corpus,right_only
,SPARIDAE,AURATUS,,,,PARENT-CHILD,1.0,12.68,JEFF corpus,right_only
,MELANOCEPHALUS,AWAOS,,,,CHILD-PARENT,1.0,13.41,JEFF corpus,right_only
,AFRICANA,AZOLLA,,,,CHILD-PARENT,1.0,13.99,JEFF corpus,right_only
,HEPTAGENIIDAE,BAETIDAE,,,,PARENT-CHILD,1.0,13.41,JEFF corpus,right_only
,SIPHLONURIDAE,BAETIDAE,,,,PARENT-CHILD,1.0,13.41,JEFF corpus,right_only
,NOTROPIS,BAILEYI,,,,PARENT-CHILD,1.0,13.0,JEFF corpus,right_only
,LINNAEUS,BARBATULA,,,,PARENT-CHILD,2.0,7.945,JEFF corpus,right_only
,BOCAGEI,BARBUS,,,,PARENT-CHILD,4.0,10.41,JEFF corpus,right_only
,COMIZA,BARBUS,,,,PARENT-CHILD,1.0,8.46,JEFF corpus,right_only
,MICROCEPHALUS,BARBUS,,,,PARENT-CHILD,3.0,10.01,JEFF corpus,right_only
,SCLATERI,BARBUS,,,,PARENT-CHILD,12.0,11.87,JEFF corpus,right_only
,BARBUS,BARHUS,,,,CHILD-PARENT,1.0,9.02,JEFF corpus,right_only
,MYRIOPHYLLUM,BATRACHIUM,,,,CHILD-PARENT,1.0,13.99,JEFF corpus,right_only
,NANA,BETULA,,,,PARENT-CHILD,1.0,13.0,JEFF corpus,right_only
,BJOERKNA,BFICCA,,,,CHILD-PARENT,1.0,10.19,JEFF corpus,right_only
,BARBUS,BIPUNCTATUS,,,,CHILD-PARENT,1.0,9.02,JEFF corpus,right_only
,CLADOCERA,BIVALVIA,,,,PARENT-CHILD,1.0,11.67,JEFF corpus,right_only
,MYTILIDAE,BIVALVIA,,,,PARENT-CHILD,2.0,13.41,JEFF corpus,right_only
,VENEROIDA,BIVALVIA,,,,PARENT-CHILD,1.0,12.68,JEFF corpus,right_only
,ERYTHROPHTHALMUS,BJOERKNA,,,,PARENT-CHILD,1.0,9.75,JEFF corpus,right_only
,FLUVIATILIS,BJOERKNA,,,,PARENT-CHILD,1.0,6.83,JEFF corpus,right_only
,FLUVIATILIS,BLENNIUS,,,,CHILD-PARENT,1.0,6.84,JEFF corpus,right_only
,COREGONI,BOSMINA,,,,PARENT-CHILD,1.0,12.68,JEFF corpus,right_only
,LONGISPINA,BOSMINA,,,,PARENT-CHILD,3.0,13.58,JEFF corpus,right_only
,TRICHOPTERA,BOSMINA,,,,PARENT-CHILD,1.0,12.68,JEFF corpus,right_only
,LONGISPINA,BOSRNINA,,,,CHILD-PARENT,1.0,12.68,JEFF corpus,right_only
,HUCHO,BRACHYMYSTAX,,,,PARENT-CHILD,1.0,13.99,JEFF corpus,right_only
,ALBURNUS,BRAMA,,,,PARENT-CHILD,1.0,9.87,JEFF corpus,right_only
,BARBUS,BRAMA,,,,PARENT-CHILD,1.0,8.96,JEFF corpus,right_only
,BJOERKNA,BRAMA,,,,PARENT-CHILD,1.0,10.09,JEFF corpus,right_only
,RUTILUS,BRAMA,,,,PARENT-CHILD,1.0,7.25,JEFF corpus,right_only
,IHERINGI,BRYCONAMERICUS,,,,PARENT-CHILD,1.0,12.68,JEFF corpus,right_only
,LONGIMANUS,BYTHOTREPHES,,,,PARENT-CHILD,8.0,13.83,JEFF corpus,right_only
,BAETIDAE,CAENIDAE,,,,CHILD-PARENT,2.0,13.67,JEFF corpus,right_only
,DAPHNIDAE,CAENIDAE,,,,CHILD-PARENT,1.0,13.0,JEFF corpus,right_only
,CALLES,CAIOLA,,,,CHILD-PARENT,1.0,13.99,JEFF corpus,right_only
,CLADOCERA,CALANOIDA,,,,CHILD-PARENT,1.0,12.19,JEFF corpus,right_only
,BATRACHIUM,CALLITRICHE,,,,PARENT-CHILD,1.0,13.99,JEFF corpus,right_only
,JAPONICA,CAMELLIA,,,,CHILD-PARENT,1.0,9.21,JEFF corpus,right_only
,ESOX,CANADENSIS,,,,PARENT-CHILD,1.0,11.67,JEFF corpus,right_only
,LUCIUS,CANADENSIS,,,,PARENT-CHILD,1.0,11.67,JEFF corpus,right_only
,SANDER,CANADENSIS,,,,PARENT-CHILD,1.0,11.99,JEFF corpus,right_only
,VITREUS,CANADENSIS,,,,PARENT-CHILD,1.0,11.99,JEFF corpus,right_only
,CYPRINIDAE,CARASSIUS,,,,PARENT-CHILD,1.0,8.85,JEFF corpus,right_only
,CYPRINUS,CARP,,,,CHILD-PARENT,1.0,13.99,JEFF corpus,right_only
,CORREIA,CATARINA,,,,PARENT-CHILD,1.0,13.99,JEFF corpus,right_only
,ETHEOSTOMA,CATONOTUS,,,,CHILD-PARENT,1.0,13.41,JEFF corpus,right_only
,MORONIDAE,CATOSTOMIDAE,,,,PARENT-CHILD,1.0,13.41,JEFF corpus,right_only
,TELEOSTEI,CATOSTOMIDAE,,,,PARENT-CHILD,1.0,11.99,JEFF corpus,right_only
,COGNATUS,CATOSTOMUS,,,,PARENT-CHILD,1.0,10.47,JEFF corpus,right_only
,COMMERSONI,CATOSTOMUS,,,,PARENT-CHILD,10.0,12.57,JEFF corpus,right_only
,DICOBOLUS,CATOSTOMUS,,,,PARENT-CHILD,1.0,9.5,JEFF corpus,right_only
,GIBBOSUS,CENTRARCHIDAE,,,,PARENT-CHILD,2.0,9.93,JEFF corpus,right_only
,ANNULARIS,CEPEDIANUM,,,,PARENT-CHILD,1.0,11.3,JEFF corpus,right_only
,BERYLLINA,CEPEDIANUM,,,,PARENT-CHILD,1.0,11.99,JEFF corpus,right_only
,LINNAEUS,CEPHALUS,,,,PARENT-CHILD,1.0,8.02,JEFF corpus,right_only
,RUTILUS,CEPHALUS,,,,PARENT-CHILD,1.0,7.26,JEFF corpus,right_only
,DEMERSUM,CERATOPHYLLUM,,,,PARENT-CHILD,2.0,13.41,JEFF corpus,right_only
,FONTINALIS,CERATOPHYLLUM,,,,PARENT-CHILD,1.0,13.0,JEFF corpus,right_only
,TABANIDAE,CERATOPOGONIDAE,,,,PARENT-CHILD,1.0,13.99,JEFF corpus,right_only
,QUADRANGULA,CERIODAPHNIA,,,,PARENT-CHILD,1.0,13.41,JEFF corpus,right_only
,ROTIFERA,CERIODAPHNIA,,,,PARENT-CHILD,1.0,12.68,JEFF corpus,right_only
,LUCIOPERCA,CERNUA,,,,PARENT-CHILD,1.0,8.76,JEFF corpus,right_only
,ASPIUS,CERNUUS,,,,PARENT-CHILD,1.0,11.67,JEFF corpus,right_only
,MORHUA,CERNUUS,,,,PARENT-CHILD,1.0,9.95,JEFF corpus,right_only
,ALCYON,CERYLE,,,,PARENT-CHILD,1.0,13.99,JEFF corpus,right_only
,FLAVICANS,CHAOBORUS,,,,PARENT-CHILD,1.0,13.99,JEFF corpus,right_only
,CICHLIDAE,CHARACIDAE,,,,PARENT-CHILD,1.0,11.99,JEFF corpus,right_only
,OSTARIOPHYSI,CHARACIDAE,,,,PARENT-CHILD,1.0,12.41,JEFF corpus,right_only
,TETRAGONOPTERINAE,CHARACIDAE,,,,PARENT-CHILD,3.0,13.58,JEFF corpus,right_only
,TRICHOMYCTERUS,CHARACIDIUM,,,,CHILD-PARENT,1.0,13.99,JEFF corpus,right_only
,DIET,CHIRONOMID,,,,PARENT-CHILD,2.0,12.84,JEFF corpus,right_only
,FISH,CHIRONOMID,,,,PARENT-CHILD,1.0,12.68,JEFF corpus,right_only
,IMPORTANCE,CHIRONOMID,,,,PARENT-CHILD,1.0,13.0,JEFF corpus,right_only
,INSECT,CHIRONOMID,,,,PARENT-CHILD,1.0,13.41,JEFF corpus,right_only
,DIPTERA,CHIRONOMIDAE,,,,PARENT-CHILD,1.0,11.09,JEFF corpus,right_only
,MOLLUSCA,CHIRONOMIDAE,,,,PARENT-CHILD,1.0,11.99,JEFF corpus,right_only
,ODONATA,CHIRONOMIDAE,,,,PARENT-CHILD,2.0,12.19,JEFF corpus,right_only
,SIMULIIDAE,CHIRONOMIDAE,,,,PARENT-CHILD,1.0,11.67,JEFF corpus,right_only
,TRICHOPTERA,CHIRONOMIDAE,,,,PARENT-CHILD,1.0,10.35,JEFF corpus,right_only
,RIPARIUS,CHIRONOMUS,,,,PARENT-CHILD,1.0,13.99,JEFF corpus,right_only
,ALMACAI,CHONDROSTOMA,,,,PARENT-CHILD,1.0,9.87,JEFF corpus,right_only
,POLYLEPIS,CHONDROSTOMA,,,,PARENT-CHILD,5.0,12.07,JEFF corpus,right_only
,TOXOSTOMA,CHONDROSTOMA,,,,PARENT-CHILD,3.0,11.5,JEFF corpus,right_only
,WILLKOMMI,CHONDROSTOMA,,,,PARENT-CHILD,1.0,10.0,JEFF corpus,right_only
,ERYTHROGASTER,CHROSOMUS,,,,CHILD-PARENT,6.0,13.77,JEFF corpus,right_only
,NEOGAEUS,CHROSOMUS,,,,CHILD-PARENT,1.0,11.19,JEFF corpus,right_only
,ROTIFERA,CHYDORIDAE,,,,PARENT-CHILD,1.0,13.0,JEFF corpus,right_only
,FACETUM,CICHLIDAE,,,,PARENT-CHILD,1.0,12.19,JEFF corpus,right_only
,LORICARIIDAE,CICHLIDAE,,,,PARENT-CHILD,1.0,12.41,JEFF corpus,right_only
,MONODACTYLIDAE,CICHLIDAE,,,,PARENT-CHILD,1.0,12.41,JEFF corpus,right_only
,ESOX,CINERA,,,,CHILD-PARENT,1.0,11.99,JEFF corpus,right_only
,AURATUS,CIRRHINUS,,,,CHILD-PARENT,1.0,9.95,JEFF corpus,right_only
,AFFINIS,CLADOCERA,,,,PARENT-CHILD,1.0,9.27,JEFF corpus,right_only
,CHIRONOMIDAE,CLADOCERA,,,,PARENT-CHILD,1.0,11.41,JEFF corpus,right_only
,COPEPODA,CLADOCERA,,,,PARENT-CHILD,5.0,12.92,JEFF corpus,right_only
,DAPHNIA,CLADOCERA,,,,PARENT-CHILD,1.0,13.99,JEFF corpus,right_only
,OSTRACODA,CLADOCERA,,,,PARENT-CHILD,1.0,11.41,JEFF corpus,right_only
,RUTILUS,CLETHRIONOMYS,,,,CHILD-PARENT,1.0,7.27,JEFF corpus,right_only
,CEPEDIANUM,CLUPEIDAE,,,,PARENT-CHILD,2.0,11.47,JEFF corpus,right_only
,CYPRINIDAE,CLUPEIDAE,,,,PARENT-CHILD,1.0,10.82,JEFF corpus,right_only
,PSUEDOHARENGUS,CLUPEIDAE,,,,PARENT-CHILD,1.0,12.19,JEFF corpus,right_only
,TAENIA,COBITIDAE,,,,PARENT-CHILD,1.0,11.83,JEFF corpus,right_only
,GLANIS,COBITIS,,,,PARENT-CHILD,1.0,10.09,JEFF corpus,right_only
,TRUTTA,COBITIS,,,,PARENT-CHILD,1.0,5.5,JEFF corpus,right_only
,ARACHNIDA,COLEOPTERA,,,,PARENT-CHILD,1.0,10.91,JEFF corpus,right_only
,CERAMBYCIDAE,COLEOPTERA,,,,PARENT-CHILD,1.0,10.91,JEFF corpus,right_only
,COLEOPTERA,COLEOPTERA,,,,PARENT-CHILD,1.0,10.75,JEFF corpus,right_only
,COPEPODA,COLEOPTERA,,,,PARENT-CHILD,4.0,12.14,JEFF corpus,right_only
,DIPTERA,COLEOPTERA,,,,PARENT-CHILD,2.0,11.35,JEFF corpus,right_only
,DYTISCIDAE,COLEOPTERA,,,,PARENT-CHILD,1.0,10.91,JEFF corpus,right_only
,HEMIPTERA,COLEOPTERA,,,,PARENT-CHILD,4.0,12.19,JEFF corpus,right_only
,HYMENOPTERA,COLEOPTERA,,,,PARENT-CHILD,1.0,10.6,JEFF corpus,right_only
,ODONATA,COLEOPTERA,,,,PARENT-CHILD,1.0,10.41,JEFF corpus,right_only
,COPEPODA,COLLEMBOLA,,,,PARENT-CHILD,4.0,12.83,JEFF corpus,right_only
,HYMENOPTERA,COLLEMBOLA,,,,PARENT-CHILD,1.0,11.67,JEFF corpus,right_only
,PERCA,COMMERSONII,,,,PARENT-CHILD,1.0,12.19,JEFF corpus,right_only
,CONSECUENCIA,COMO,,,,CHILD-PARENT,2.0,13.99,JEFF corpus,right_only
,CARPIODES,CONFLUENTUS,,,,PARENT-CHILD,1.0,13.0,JEFF corpus,right_only
,CYPRINUS,CONFLUENTUS,,,,PARENT-CHILD,1.0,13.0,JEFF corpus,right_only
,ACARINA,COPEPODA,,,,PARENT-CHILD,1.0,13.0,JEFF corpus,right_only
,OSTRACODA,COPEPODA,,,,PARENT-CHILD,2.0,13.19,JEFF corpus,right_only
,NASUS,COREGNUS,,,,CHILD-PARENT,1.0,9.79,JEFF corpus,right_only
,ARTEDII,COREGONUS,,,,PARENT-CHILD,5.0,9.16,JEFF corpus,right_only
,CLUPEAFORMISS,COREGONUS,,,,PARENT-CHILD,1.0,6.86,JEFF corpus,right_only
,IUVURETUS,COREGONUS,,,,PARENT-CHILD,1.0,6.86,JEFF corpus,right_only
,LAVA,COREGONUS,,,,PARENT-CHILD,1.0,6.86,JEFF corpus,right_only
,LAVAREFUS,COREGONUS,,,,PARENT-CHILD,1.0,6.86,JEFF corpus,right_only
,LAVERETUS,COREGONUS,,,,PARENT-CHILD,1.0,6.86,JEFF corpus,right_only
,LUVURETUS,COREGONUS,,,,PARENT-CHILD,1.0,6.86,JEFF corpus,right_only
,PUSILLUS,COREGONUS,,,,PARENT-CHILD,2.0,7.86,JEFF corpus,right_only
,ZAVARETUS,COREGONUS,,,,PARENT-CHILD,2.0,7.86,JEFF corpus,right_only
,ZENI,COREGONUS,,,,PARENT-CHILD,1.0,6.86,JEFF corpus,right_only
,TRICHOPTERA,CORIXIDAE,,,,CHILD-PARENT,1.0,10.68,JEFF corpus,right_only
,PERCINA,CORNUTUS,,,,PARENT-CHILD,1.0,11.99,JEFF corpus,right_only
