source,target,hits,score,score.1,Hits,Score
ETHEOSTOMA,PERCIDAE,1.0,13.99,13.99,13.99,13.99
GUDGEON,PIKEPERCH,1.0,13.99,13.99,13.99,13.99
PERCIDAE,PERCA,3.0,13.14,13.14,13.14,13.14
PERCIDAE,PERCA_FLAVESCENS,3.0,12.04,12.04,12.04,12.04
PERCIDAE,SANDER_VITREUS,3.0,13.0,13.0,13.0,13.0
PIKEPERCH,SANDER_LUCIOPERCA,7.0,13.34,13.34,13.34,13.34
PIKEPERCH,STIZOSTEDION_LUCIOPERCA,7.0,13.28,13.28,13.28,13.28
