source,target,hits,score,score.1,Hits,Score
APHREDODERUS,SAYANUS,2.0,13.99,13.99,2.0,13.99
APLODINOTUS,GRUNNIENS,13.0,13.99,13.99,13.0,13.99
APOLLONIA,MELANOSTOMA,5.0,13.73,13.73,5.0,13.73
APOLLONIA,MELANOSTOMUS,2.0,9.48,9.48,2.0,9.48
AQUATICUS,LINNAEUS,1.0,8.09,8.09,1.0,8.09
ARCTICUS,GADIDAE,1.0,11.99,11.99,1.0,11.99
ARCTICUS,LAMPETRA,1.0,12.68,12.68,1.0,12.68
ARDEA,CINEREA,10.0,13.93,13.93,10.0,13.93
ARISTICHTHYS,NOBILIS,2.0,12.41,12.41,2.0,12.41
ARTEDI,CLUPEAFORMIS,1.0,8.76,8.76,1.0,8.76
ARTEDII,CLUPEAFORMIS,1.0,8.76,8.76,1.0,8.76
ARTEMIA,SALINA,3.0,13.99,13.99,3.0,13.99
ARTHROPODA,INSECTA,1.0,13.99,13.99,1.0,13.99
ASELLUS,AQUATICUS,14.0,13.94,13.94,14.0,13.94
ASPIUS,ASPIUS,15.0,13.66,13.66,15.0,13.66
ASPIUS,BARBUS,1.0,10.0,10.0,1.0,10.0
ASPIUS,BJOERKNA,1.0,10.14,10.14,1.0,10.14
ASSEMBLAGE,GARIEPINUS,1.0,13.41,13.41,1.0,13.41
ASTYANAX,MEXICANUS,1.0,13.99,13.99,1.0,13.99
ATHERINA,PRESBYTER,1.0,13.99,13.99,1.0,13.99
ATROMACULATUS,LIMI,1.0,11.67,11.67,1.0,11.67
AURATUS,TINCA,1.0,9.64,9.64,1.0,9.64
AUSTRALASICA,BIDYANUS,1.0,9.41,9.41,1.0,9.41
AUSTRALIS,ERECTUM,1.0,12.19,12.19,1.0,12.19
AWAOUS,GUAMENSIS,1.0,13.41,13.41,1.0,13.41
AWAOUS,RHINOGOBIUS,1.0,13.41,13.41,1.0,13.41
BABKA,GYMNOTRACHELUS,1.0,13.99,13.99,1.0,13.99
BAETIDAE,PLECOPTERA,2.0,11.0,11.0,2.0,11.0
BAETIS,CINYGMULA,2.0,13.41,13.41,2.0,13.41
BAETIS,EPHEMERELLA,1.0,13.0,13.0,1.0,13.0
BAIRDI,PERCINA,1.0,11.41,11.41,1.0,11.41
BAIRDII,MACROCHEILUS,1.0,11.83,11.83,1.0,11.83
BALLERUS,BALLERUS,2.0,13.19,13.19,2.0,13.19
BALLERUS,CARASSIUS,1.0,10.47,10.47,1.0,10.47
BALTEATUS,LOTA,1.0,8.52,8.52,1.0,8.52
BARBATULA,AURATUS,1.0,8.96,8.96,1.0,8.96
BARBATULA,BARBATULA,17.0,13.88,13.88,17.0,13.88
BARBATULA,LOTA,1.0,8.5,8.5,1.0,8.5
BARBUS,BARBUS,28.0,13.9,13.9,28.0,13.9
BARBUS,CEPHALUS,1.0,8.44,8.44,1.0,8.44
BARBUS,HAASI,1.0,10.04,10.04,1.0,10.04
BARBUS,MERIDIONALIS,1.0,10.04,10.04,1.0,10.04
BARBUS,NASUS,1.0,9.91,9.91,1.0,9.91
BIOLOGIA,OCEANOGRAFIA,1.0,13.41,13.41,1.0,13.41
BIPUNCTATUS,GOBIO,1.0,8.08,8.08,1.0,8.08
BIVALVIA,ACARI,1.0,12.19,12.19,1.0,12.19
BIVALVIA,EPHEMEROPTERA,1.0,10.82,10.82,1.0,10.82
BIVALVIA,MOLLUSCA,1.0,11.83,11.83,1.0,11.83
BIVALVIA,UNIONIDAE,1.0,12.68,12.68,1.0,12.68
BJOERKNA,CARASSIUS,1.0,10.47,10.47,1.0,10.47
BLICCA,BJOERKNA,24.0,13.91,13.91,24.0,13.91
BOCAGEI,SQUALIUS,1.0,12.19,12.19,1.0,12.19
BOSMINA,2,1.0,12.68,12.68,1.0,12.68
BOSMINA,BIOMASS,1.0,12.41,12.41,1.0,12.41
BOSMINA,CERIODAPHNIA,1.0,10.68,10.68,1.0,10.68
BOSMINA,CHYDORUS,5.0,12.79,12.79,5.0,12.79
BOSMINA,COREGONI,3.0,12.26,12.26,3.0,12.26
BOSMINA,DAPHNIA,1.0,10.82,10.82,1.0,10.82
BOSMINA,LEPTODORA,1.0,10.75,10.75,1.0,10.75
BOSMINA,LONGISPINA,2.0,11.19,11.19,2.0,11.19
BOSMINA,NUMBER,1.0,11.99,11.99,1.0,11.99
BOSMINA,PULEX,3.0,11.26,11.26,3.0,11.26
BOSMINA,SPP,1.0,9.61,9.61,1.0,9.61
BOSMINA,TAB,1.0,12.68,12.68,1.0,12.68
BRACHIONUS,COPEPODS,1.0,13.41,13.41,1.0,13.41
BRACHYCENTRIDAE,COLEOPTERA,2.0,12.68,12.68,2.0,12.68
BRACHYMYSTAX,COREGONUS,1.0,12.41,12.41,1.0,12.41
BRACHYMYSTAX,LENOK,2.0,13.67,13.67,2.0,13.67
BRAMA,ASPIUS,1.0,10.35,10.35,1.0,10.35
BRAMA,GOBIO,1.0,8.07,8.07,1.0,8.07
BREVIPINNIS,FOSTERI,1.0,12.68,12.68,1.0,12.68
BREVOORTIA,TYRANNUS,6.0,13.99,13.99,6.0,13.99
BRYCON,CEPHALUS,1.0,8.44,8.44,1.0,8.44
BSN,ARTEMIA,1.0,13.99,13.99,1.0,13.99
BUTOMUS,UMBELLATUS,1.0,13.99,13.99,1.0,13.99
BYTHOTREPHES,LONGIMANUS,6.0,13.99,13.99,6.0,13.99
CAERULEUM,EXILE,1.0,11.83,11.83,1.0,11.83
CALDERONI,SQUALIUS,2.0,13.0,13.0,2.0,13.0
CAMPOSTOMA,ANOMALUM,3.0,13.99,13.99,3.0,13.99
CAMTSCHATICUM,PETROMYZONTIDAE,1.0,13.41,13.41,1.0,13.41
CANADENSIS,VITREUS,2.0,10.3,10.3,2.0,10.3
CAPRODES,VITREUM,1.0,9.53,9.53,1.0,9.53
CARASSIUS,AURATUS,52.0,13.52,13.52,52.0,13.52
CARASSIUS,CARASSIUS,20.0,12.63,12.63,20.0,12.63
CARASSIUS,CUVIERI,1.0,8.64,8.64,1.0,8.64
CARASSIUS,GIBELIO,7.0,11.34,11.34,7.0,11.34
CARASSIUS,PARVA,1.0,8.54,8.54,1.0,8.54
CARCINUS,MAENAS,2.0,13.99,13.99,2.0,13.99
CAREX,CAREX,1.0,12.68,12.68,1.0,12.68
CARPIODES,CYPRINUS,3.0,13.58,13.58,3.0,13.58
CARPIODES,VELIFER,2.0,13.19,13.19,2.0,13.19
CASTOR,CANADENSIS,1.0,10.3,10.3,1.0,10.3
CATASTOMUS,COMMERSONI,2.0,11.09,11.09,2.0,11.09
CATOSTOMIDAE,ICTALURIDAE,3.0,12.88,12.88,3.0,12.88
CATOSTOMIDAE,SALMONIDAE,4.0,11.64,11.64,4.0,11.64
CATOSTOMIDAE,UMBRIDAE,1.0,11.19,11.19,1.0,11.19
CATOSTOMUS,CATOSTOMUS,18.0,12.68,12.68,18.0,12.68
CATOSTOMUS,COMMERSONI,26.0,13.05,13.05,26.0,13.05
CATOSTOMUS,COMMERSONII,12.0,11.57,11.57,12.0,11.57
CATOSTOMUS,COTTUS,1.0,8.81,8.81,1.0,8.81
CATOSTOMUS,COUESIUS,1.0,12.19,12.19,1.0,12.19
CATOSTOMUS,DISCOBOLUS,2.0,9.79,9.79,2.0,9.79
CATOSTOMUS,ESOCIDAE,2.0,10.895,10.895,2.0,10.895
CATOSTOMUS,HUDSONIUS,1.0,12.19,12.19,1.0,12.19
CATOSTOMUS,LATIPINNIS,1.0,8.81,8.81,1.0,8.81
CATOSTOMUS,MACROCHEILUS,7.0,11.48,11.48,7.0,11.48
CATOSTOMUS,NOTROPIS,1.0,12.19,12.19,1.0,12.19
CATOSTOMUS,PERCA,1.0,8.71,8.71,1.0,8.71
CATOSTOMUS,PIMEPHALES,1.0,12.19,12.19,1.0,12.19
CATOSTOMUS,PLATYRHYNCHUS,3.0,10.35,10.35,3.0,10.35
CATOSTOMUS,PLUMBEUS,1.0,12.19,12.19,1.0,12.19
CATOSTOMUS,SPP,1.0,8.4,8.4,1.0,8.4
CENTRARCHIDAE,ICTALURUS,3.0,13.12,13.12,3.0,13.12
CENTRARCHIDAE,LEPOMIS,1.0,11.83,11.83,1.0,11.83
CENTRARCHIDAE,MICROPTERUS,1.0,11.83,11.83,1.0,11.83
CENTRARCHIDAE,NATALIS,1.0,11.83,11.83,1.0,11.83
CENTRARCHIDAE,PERCIDAE,1.0,13.0,13.0,1.0,13.0
CENTRARCHIDAE,POMOXIS,1.0,11.83,11.83,1.0,11.83
CENTRARCHIDAE,PUNCTATUS,1.0,11.83,11.83,1.0,11.83
CEPHALUS,ALBURNUS,1.0,9.79,9.79,1.0,9.79
CEPHALUS,NASUS,1.0,9.91,9.91,1.0,9.91
CERATOPHYLLUM,DEMERSUM,18.0,13.88,13.88,18.0,13.88
CERATOPHYLLUM,EGERIA,1.0,10.6,10.6,1.0,10.6
CERATOPHYLLUM,NUPHAR,1.0,10.54,10.54,1.0,10.54
CERATOPOGONIDAE,GASTROPODA,2.0,13.67,13.67,2.0,13.67
CERIODAPHNIA,CHYDORUS,1.0,11.83,11.83,1.0,11.83
CERIODAPHNIA,DIAPHANOSOMA,1.0,12.68,12.68,1.0,12.68
CERIODAPHNIA,QUADRANGULA,1.0,12.68,12.68,1.0,12.68
CERNUUS,CERNUA,6.0,11.97,11.97,6.0,11.97
CERNUUS,FLUVIATILIS,1.0,9.44,9.44,1.0,9.44
CERNUUS,PERCA,1.0,9.35,9.35,1.0,9.35
CERNUUS,PERCINA,1.0,11.0,11.0,1.0,11.0
CESTODA,NEMATODA,2.0,11.14,11.14,2.0,11.14
CHAETODON,MULTICINCTUS,1.0,13.99,13.99,1.0,13.99
CHANNA,PUNCTATUS,3.0,10.49,10.49,3.0,10.49
CHAOBORUS,FLAVICANS,4.0,13.83,13.83,4.0,13.83
CHAOBORUS,ROTIFERA,1.0,11.99,11.99,1.0,11.99
CHARACIDAE,OSTARIOPHYSI,1.0,13.41,13.41,1.0,13.41
CHEIMARRICHTHYS,FOSTERI,3.0,13.77,13.77,3.0,13.77
CHIRONOMIDAE,AMPHIPODA,2.0,11.75,11.75,2.0,11.75
CHIRONOMIDAE,ARANEIDA,1.0,10.91,10.91,1.0,10.91
CHIRONOMIDAE,BAETIDAE,1.0,11.0,11.0,1.0,11.0
CHIRONOMIDAE,BLEPHAROCERIDAE,1.0,11.0,11.0,1.0,11.0
CHIRONOMIDAE,CULICIDAE,1.0,10.91,10.91,1.0,10.91
CHIRONOMIDAE,DIPTERA,4.0,11.71,11.71,4.0,11.71
CHIRONOMIDAE,HOMOPTERA,1.0,10.75,10.75,1.0,10.75
CHIRONOMIDAE,HYMENOPTERA,1.0,10.35,10.35,1.0,10.35
CHIRONOMIDAE,OLIGOCHAETA,1.0,10.82,10.82,1.0,10.82
CHIRONOMIDAE,TRICHOPTERA,2.0,10.64,10.64,2.0,10.64
CHIRONOMUS,GAMMARUS,1.0,11.3,11.3,1.0,11.3
CHIRONOMUS,PLUMOSUS,6.0,13.5,13.5,6.0,13.5
CHIRONOMUS,RIPARIUS,3.0,12.77,12.77,3.0,12.77
CHIRONOMUS,SPP,1.0,9.83,9.83,1.0,9.83
CHONDROSTOMA,NASUS,18.0,13.33,13.33,18.0,13.33
CHONDROSTOMA,POLYLEPIS,1.0,10.24,10.24,1.0,10.24
CHONDROSTOMA,TOXOSTOMA,5.0,12.41,12.41,5.0,12.41
CHROSOMUS,NEOGAEUS,1.0,13.99,13.99,1.0,13.99
CHRYSOCEPHALUS,CORNUTUS,1.0,11.54,11.54,1.0,11.54
CHRYSOMELIDAE,CURCULIONIDAE,1.0,13.41,13.41,1.0,13.41
CHRYSOPS,PERCA,1.0,11.83,11.83,1.0,11.83
CHRYSOPS,SAXATILIS,2.0,10.16,10.16,2.0,10.16
CHUATSI,OCELLATUS,1.0,11.09,11.09,1.0,11.09
CHYDORIDAE,CRUSTACEA,1.0,12.41,12.41,1.0,12.41
CHYDORUS,SPP,1.0,10.3,10.3,1.0,10.3
CICADELLIDAE,HEMIPTERA,1.0,12.41,12.41,1.0,12.41
CICADELLIDAE,HYMENOPTERA,1.0,11.41,11.41,1.0,11.41
CICHLIDAE,MOSSAMBICUS,1.0,10.04,10.04,1.0,10.04
CINEREA,LINNAEUS,1.0,8.09,8.09,1.0,8.09
CLADOCERA,BOSMINA,3.0,11.675,11.675,3.0,11.675
CLADOCERA,CALANOIDA,1.0,10.6,10.6,1.0,10.6
CLADOCERA,CHYDORUS,1.0,12.19,12.19,1.0,12.19
CLADOCERA,COPEPODA,16.0,12.705,12.705,16.0,12.705
CLADOCERA,CRYSTALLINA,1.0,10.41,10.41,1.0,10.41
CLADOCERA,DAPHNIA,2.0,12.83,12.83,2.0,12.83
CLADOCERA,FOOD,1.0,11.54,11.54,1.0,11.54
CLADOCERA,NUMBER,1.0,11.99,11.99,1.0,11.99
CLADOCERA,ORGANISM,1.0,12.68,12.68,1.0,12.68
CLADOCERA,ROTIFERA,1.0,10.54,10.54,1.0,10.54
CLADOCERA,RUDD,1.0,12.68,12.68,1.0,12.68
CLARIAS,GARIEPINUS,51.0,13.98,13.98,51.0,13.98
CLARIAS,MACROCEPHALUS,1.0,9.27,9.27,1.0,9.27
CLARIIDAE,SILURIFORMES,1.0,13.41,13.41,1.0,13.41
CLARKI,SALVELINUS,1.0,11.67,11.67,1.0,11.67
CLONORCHIS,SINENSIS,5.0,13.99,13.99,5.0,13.99
CLUPEA,HARENGUS,83.0,13.97,13.97,83.0,13.97
CLUPEA,SALMO,1.0,8.43,8.43,1.0,8.43
CLUPEAFORMIS,SALMONIDAE,1.0,9.91,9.91,1.0,9.91
CLUPEIDAE,PSEUDOHARENGUS,1.0,9.04,9.04,1.0,9.04
COBITIS,CALDERONI,9.0,13.21,13.21,9.0,13.21
COBITIS,SQUALIUS,1.0,10.19,10.19,1.0,10.19
COBITIS,TAENIA,12.0,13.5,13.5,12.0,13.5
COGNATUS,RICEI,2.0,12.19,12.19,2.0,12.19
COLEOPTERA,CARABIDAE,1.0,10.91,10.91,1.0,10.91
COLEOPTERA,DIPTERA,3.0,11.26,11.26,3.0,11.26
COLEOPTERA,DYTISCIDAE,1.0,10.75,10.75,1.0,10.75
COLEOPTERA,ELMIDAE,1.0,10.6,10.6,1.0,10.6
COLEOPTERA,GYRINIDAE,1.0,10.82,10.82,1.0,10.82
COLEOPTERA,HALIPLIDAE,1.0,10.82,10.82,1.0,10.82
COLEOPTERA,HEMIPTERA,1.0,10.68,10.68,1.0,10.68
COLEOPTERA,HETEROPTERA,1.0,10.6,10.6,1.0,10.6
COLEOPTERA,HYDROPHILIDAE,1.0,10.91,10.91,1.0,10.91
COLEOPTERA,LEPIDOPTERA,2.0,11.83,11.83,2.0,11.83
COLEOPTERA,ODONATA,1.0,10.6,10.6,1.0,10.6
COLEOPTERA,PLECOPTERA,1.0,9.48,9.48,1.0,9.48
COLEOPTERA,TRICHOPTERA,1.0,9.61,9.61,1.0,9.61
COLLEMBOLA,OLIGOCHAETA,1.0,13.0,13.0,1.0,13.0
COMMERSONI,PERCA,1.0,12.19,12.19,1.0,12.19
COMMERSONII,COULTERII,2.0,12.54,12.54,2.0,12.54
COPEPODA,CLADOCERA,1.0,11.3,11.3,1.0,11.3
COPEPODA,CRUSTACEA,1.0,11.19,11.19,1.0,11.19
COPEPODA,CYCLOPOIDA,1.0,11.54,11.54,1.0,11.54
COPEPODA,DECAPODA,2.0,11.99,11.99,2.0,11.99
COPEPODA,MOLLUSCA,1.0,11.19,11.19,1.0,11.19
COPEPODA,OSTRACODA,1.0,11.41,11.41,1.0,11.41
COPEPODA,ROTIFERA,1.0,11.41,11.41,1.0,11.41
COPEPODA,TRICHOPTERA,1.0,9.87,9.87,1.0,9.87
COPEPODS,CLADOCERA,1.0,12.68,12.68,1.0,12.68
COREGONUS,ALBULA,86.0,12.24,12.24,86.0,12.24
COREGONUS,ARTEDI,26.0,10.67,10.67,26.0,10.67
COREGONUS,ARTEDII,17.0,10.08,10.08,17.0,10.08
COREGONUS,CLUPEAFORMIS,71.0,11.99,11.99,71.0,11.99
COREGONUS,COREGONUS,3.0,12.19,12.19,3.0,12.19
COREGONUS,FONTANAE,4.0,8.03,8.03,4.0,8.03
COREGONUS,HOYI,27.0,10.72,10.72,27.0,10.72
COREGONUS,LAVARETUS,220.0,13.08,13.08,220.0,13.08
COREGONUS,NASUS,12.0,9.54,9.54,12.0,9.54
COREGONUS,OXYRINCHUS,4.0,8.03,8.03,4.0,8.03
COREGONUS,SARDINELLA,5.0,8.35,8.35,5.0,8.35
COREGONUS,ZENITHICUS,4.0,8.03,8.03,4.0,8.03
CORIXIDAE,HYMENOPTERA,1.0,11.54,11.54,1.0,11.54
CORNUTUS,CYPRINIDAE,1.0,11.19,11.19,1.0,11.19
COTTID,COTTIDAE,1.0,13.99,13.99,1.0,13.99
COTTIDAE,COTTUS,1.0,13.41,13.41,1.0,13.41
COTTIDAE,GOBIO,1.0,8.05,8.05,1.0,8.05
COTTIDAE,MORONIDAE,2.0,13.41,13.41,2.0,13.41
COTTUS,ASPER,39.0,11.83,11.83,39.0,11.83
COTTUS,BAIRDI,44.0,11.99,11.99,44.0,11.99
COTTUS,BAIRDII,18.0,10.79,10.79,18.0,10.79
COTTUS,CAROLINAE,3.0,8.29,8.29,3.0,8.29
COTTUS,COGNATUS,67.0,12.5,12.5,67.0,12.5
COTTUS,GOBIO,85.0,12.65,12.65,85.0,12.65
COTTUS,GULOSUS,6.0,9.23,9.23,6.0,9.23
COTTUS,PAULUS,3.0,8.29,8.29,3.0,8.29
COTTUS,PERCINA,1.0,11.41,11.41,1.0,11.41
COTTUS,POECILOPUS,24.0,11.2,11.2,24.0,11.2
COTTUS,RICEI,10.0,9.98,9.98,10.0,9.98
COUESIUS,PLUMBEUS,30.0,13.97,13.97,30.0,13.97
COUESIUS,SPILOPTERA,1.0,9.75,9.75,1.0,9.75
COULTERII,BAIRDII,2.0,11.54,11.54,2.0,11.54
CRANGON,CRANGON,4.0,13.54,13.54,4.0,13.54
CRANGON,SEPTEMSPINOSA,3.0,13.26,13.26,3.0,13.26
CRENICHTHYS,BAILEYI,1.0,13.99,13.99,1.0,13.99
CRUSTACEA,ACARI,1.0,11.09,11.09,1.0,11.09
CRUSTACEA,AMPHIPODA,1.0,11.0,11.0,1.0,11.0
CRUSTACEA,CLADOCERA,1.0,11.0,11.0,1.0,11.0
CRUSTACEA,COPEPODA,2.0,10.95,10.95,2.0,10.95
CRUSTACEA,DECAPODA,3.0,12.33,12.33,3.0,12.33
CRUSTACEA,MOLLUSCA,1.0,10.91,10.91,1.0,10.91
CRUSTACEA,PALAEMONIDAE,1.0,11.3,11.3,1.0,11.3
CRUSTACEA,PLECOPTERA,1.0,9.61,9.61,1.0,9.61
CRUSTACEA,SALMINCOLA,1.0,11.09,11.09,1.0,11.09
CTENOPHARYNGODON,IDELLA,1.0,12.68,12.68,1.0,12.68
CTENOPHARYNGODON,IDELLUS,3.0,13.58,13.58,3.0,13.58
CULAEA,INCONSTANS,1.0,13.99,13.99,1.0,13.99
CULEX,GAMMARUS,1.0,13.41,13.41,1.0,13.41
CULICIDAE,HYMENOPTERA,1.0,11.41,11.41,1.0,11.41
CULICIDAE,MUSCIDAE,1.0,13.0,13.0,1.0,13.0
CURCULIONIDAE,ELMIDAE,1.0,12.41,12.41,1.0,12.41
CYANELLUS,GIBBOSUS,2.0,9.5,9.5,2.0,9.5
CYANELLUS,GULOSUS,1.0,10.68,10.68,1.0,10.68
CYCLEPTUS,ELONGATUS,2.0,13.67,13.67,2.0,13.67
CYNOSCION,REGALIS,5.0,13.99,13.99,5.0,13.99
CYPRINELLA,GALACTURA,1.0,11.19,11.19,1.0,11.19
CYPRINELLA,LUTRENSIS,5.0,13.15,13.15,5.0,13.15
CYPRINELLA,NOTEMIGONUS,1.0,11.19,11.19,1.0,11.19
CYPRINELLA,SPILOPTERA,5.0,13.0,13.0,5.0,13.0
CYPRINELLA,WHIPPLEI,1.0,11.09,11.09,1.0,11.09
CYPRINIDAE,ALBURNUS,3.0,11.12,11.12,3.0,11.12
CYPRINIDAE,ESOX,43.0,12.61,12.61,43.0,12.61
CYPRINIDAE,FLUVIATILIS,43.0,12.62,12.62,43.0,12.62
CYPRINIDAE,ICTALURIDAE,1.0,11.19,11.19,1.0,11.19
CYPRINIDAE,LUCIUS,43.0,12.62,12.62,43.0,12.62
CYPRINIDAE,OSTARIOPHYSI,1.0,11.54,11.54,1.0,11.54
CYPRINIDAE,PERCA,43.0,12.6,12.6,43.0,12.6
CYPRINIDAE,POECILIIDAE,1.0,11.41,11.41,1.0,11.41
CYPRINIDAE,SALMONIDAE,1.0,9.61,9.61,1.0,9.61
CYPRINIDAE,TELEOSTEI,1.0,11.09,11.09,1.0,11.09
CYPRINIDAE,UMBRIDAE,1.0,11.09,11.09,1.0,11.09
CYPRINIFORMES,CYPRINIDAE,4.0,11.055,11.055,4.0,11.055
CYPRINUS,CARPIO,6.0,13.67,13.67,6.0,13.67
CYPRINUS,CYPRINELLA,1.0,11.67,11.67,1.0,11.67
CYPRINUS,LINNAEUS,2.0,9.0,9.0,2.0,9.0
DALLIA,OSMERIDAE,1.0,13.41,13.41,1.0,13.41
DAPHNIA,BOSMINA,4.0,11.35,11.35,4.0,11.35
DAPHNIA,CARINATA,2.0,10.47,10.47,2.0,10.47
DAPHNIA,CERIODAPHNIA,1.0,9.44,9.44,1.0,9.44
DAPHNIA,CHIRONOMID,1.0,9.5,9.5,1.0,9.5
DAPHNIA,COPEPODS,1.0,9.48,9.48,1.0,9.48
DAPHNIA,CULTUS,1.0,9.5,9.5,1.0,9.5
DAPHNIA,DECAPODA,1.0,9.32,9.32,1.0,9.32
DAPHNIA,DIAPHANOSOMA,1.0,9.48,9.48,1.0,9.48
DAPHNIA,GALEATA,3.0,11.03,11.03,3.0,11.03
DAPHNIA,HYALINA,7.0,12.13,12.13,7.0,12.13
DAPHNIA,KERATELLA,1.0,13.41,13.41,1.0,13.41
DAPHNIA,LEPTODORA,1.0,9.48,9.48,1.0,9.48
DAPHNIA,LONGISPINA,9.0,12.38,12.38,9.0,12.38
DAPHNIA,POLYARTHRA,1.0,13.41,13.41,1.0,13.41
DAPHNIA,PULEX,7.0,11.74,11.74,7.0,11.74
DAPHNIA,ROTIFERS,1.0,9.5,9.5,1.0,9.5
DAPHNIA,SPP,4.0,10.89,10.89,4.0,10.89
DECAPODA,AMPHIPODA,1.0,12.19,12.19,1.0,12.19
DECAPODA,ATYIDAE,1.0,12.68,12.68,1.0,12.68
DECAPODA,CRUSTACEA,1.0,11.99,11.99,1.0,11.99
DIAPHANOSOMA,BOSMINA,1.0,11.67,11.67,1.0,11.67
DICENTRARCHUS,LABRAX,39.0,13.99,13.99,39.0,13.99
DIET,CAENIS,1.0,10.82,10.82,1.0,10.82
