source,target,hits,score,score.1
BALANUS,NAUPLIUS,25,13.96,13.96
SCOPHTHALMUS,MAXIMUS,25,13.91,13.91
BLICCA,BJOERKNA,24,13.88,13.88
COTTUS,ALEUTICUS,24,10.87,10.87
COTTUS,POECILOPUS,24,10.87,10.87
GAMBUSA,AFFINIS,24,13.23,13.23
GYRODACTYLUS,SALARIS,24,13.8,13.8
ICTALURUS,NEBULOSUS,23,11.82,11.82
PIMEPHALES,PROMELAS,23,13.59,13.59
POMOXIS,NIGROMACULATUS,23,13.57,13.57
SALVELINUS,CONFLUENTUS,23,9.41,9.41
PARALICHTHYS,OLIVACEUS,22,13.62,13.62
PLEURONECTES,PLATESSA,22,13.7,13.7
SARDINOPS,SAGAX,22,13.96,13.96
SPARUS,AURATA,22,12.65,12.65
ACIPENSER,STURIO,21,12.79,12.79
AMBLOPLITES,RUPESTRIS,21,13.93,13.93
DAPHNIA,MAGNA,21,12.9,12.9
EUPHYDRYAS,AURINIA,21,13.99,13.99
LEPOMIS,CYANELLUS,21,11.42,11.42
MELANOGRAMMUS,AEGLEFINUS,21,13.96,13.96
PLAGIOSCION,SQUAMOSISSIMUS,21,13.99,13.99
ACERINA,CERNUA,20,13.34,13.34
ACIPENSER,TRANSMONTANUS,20,12.73,12.73
CARASSIUS,CARASSIUS,20,12.63,12.63
EUBOTHRIUM,SALVELINI,20,12.95,12.95
ALOSA,ALOSA,19,9.815,9.815
GAMBUSIA,HOLBROOKI,19,13.09,13.09
POTAMOGETON,PECTINATUS,19,13.01,13.01
SEMOTILUS,ATROMACULATUS,19,13.85,13.85
SPRATTUS,SPRATTUS,19,13.96,13.96
VIVIPARUS,GEORGIANUS,19,13.99,13.99
CATOSTOMUS,CATOSTOMUS,18,12.57,12.57
CERATOPHYLLUM,DEMERSUM,18,13.85,13.85
CHONDROSTOMA,NASUS,18,13.12,13.12
COTTUS,BAIRDII,18,10.47,10.47
DANIO,RERIO,18,13.81,13.81
ESOX,MASQUINONGY,18,13.47,13.47
ONCHORHYNCHUS,MYKISS,18,9.64,9.64
PROSOPIUM,WILLIAMSONI,18,13.36,13.36
PTYCHOCHEILUS,OREGONENSIS,18,13.41,13.41
VIMBA,VIMBA,18,12.69,13.41
BARBATULA,BARBATULA,17,13.72,13.72
CLUPEA,PALLASII,17,12.13,12.13
COREGONUS,ARTEDII,17,9.93,9.93
ELODEA,CANADENSIS,17,13.25,13.25
CRASSOSTREA,VIRGINICA,16,13.67,13.67
HUCHO,HUCHO,16,13.91,13.91
MACROBRACHIUM,ROSENBERGII,16,13.67,13.67
MICROPTERUS,DOLOMIEUI,16,12.41,12.41
MORONE,CHRYSOPS,16,12.6,12.6
NORMANICHTHYS,CROCKERI,16,13.95,13.95
PACIFASTACUS,LENIUSCULUS,16,13.91,13.91
PERCOPSIS,OMISCOMAYCUS,16,13.87,13.87
ACIPENSER,MEDIROSTRIS,15,12.4,12.4
ALCEDO,ATTHIS,15,13.99,13.99
ANGUILLA,DIEFFENBACHII,15,10.01,10.01
ASPIUS,ASPIUS,15,13.62,13.62
BOSMINA,LONGIROSTRIS,15,13.23,13.23
COREGONUS,AUTUMNALIS,15,9.75,9.75
CYGNUS,OLOR,15,13.91,13.91
ENGRAULIS,MORDAX,15,12.43,12.43
GYMNOCEPHALUS,CERNUA,15,12.06,12.06
HYPOPHTHALMUS,OREMACULATUS,15,13.77,13.77
OREOCHROMIS,AUREUS,15,12.13,12.13
PSETTA,MAXIMA,15,13.77,13.77
ASELLUS,AQUATICUS,14,13.99,13.99
DOROSOMA,CEPEDIANUM,14,13.64,13.64
GOBIOSOMA,BOSC,14,12.95,12.95
LATES,CALCARIFER,14,12.9,12.9
POECILIA,RETICULATA,14,13.41,13.41
POMATOSCHISTUS,MINUTUS,14,13.52,13.52
STRANGOMERA,BENTINCKI,14,13.9,13.9
[NUMBER],GYRODACTYLIDAE,14,12.45,12.45
APLODINOTUS,GRUNNIENS,13,13.99,13.99
CHYDORUS,SPHAERICUS,13,13.89,13.89
HYPOPHTHALMICHTHYS,MOLITRIX,13,13.53,13.53
LEPEOPHTHEIRUS,SALMONIS,13,13.99,13.99
MISGURNUS,ANGUILLICAUDATUS,13,13.84,13.84
MONOGENEA,GYRODACTYLIDAE,13,13.79,13.79
MYSIS,DILUVIANA,13,13.24,13.24
MYSIS,RELICTA,13,13.24,13.24
PHALACROCORAX,AURITUS,13,13.79,13.79
PSEUDOPLEURONECTES,AMERICANUS,13,13.17,13.17
RHINICHTHYS,CATARACTAE,13,13.05,13.05
SCHISTOCEPHALUS,SOLIDUS,13,13.99,13.99
SQUALIUS,CEPHALUS,13,11.93,11.93
THALEICHTHYS,PACIFICUS,13,13.69,13.69
ARRIPIS,TRUTTA,12,10.04,10.04
CATOSTOMUS,COMMERSONII,12,11.51,11.51
CLADOCERA,INDET,12,10.2,10.2
COBITIS,TAENIA,12,13.5,13.5
COREGONUS,NASUS,12,9.38,9.38
EURYCERCUS,LAMELLATUS,12,13.94,13.94
GAMMARUS,PULEX,12,12.88,12.88
GASTROPODA,NEMATODA,12,13.19,13.19
HENNEGUYA,SALMINICOLA,12,13.99,13.99
MALLOTUS,VILLOSUS,12,13.88,13.88
NOTEMIGONUS,CRYSOLEUCAS,12,13.99,13.99
ORTHOCLADIINAE,INDET,12,10.21,10.21
PIMEPHALES,NOTATUS,12,12.83,12.83
POMOXIS,ANNULARIS,12,13,13
RANA,TEMPORARIA,12,13.54,13.54
RHINICHTHYS,ATRATULUS,12,13.03,13.03
SCIAENOPS,OCELLATUS,12,13.83,13.83
SOLEA,SOLEA,12,13.72,13.72
SPHAEROSPORA,TRUTTAE,12,12.94,12.94
STAGNALIS,INDET,12,10.21,10.21
THERAGRA,CHALCOGRAMMA,12,13.99,13.99
TRIGLOCHIN,PROCERA,12,13.54,13.54
ZOSTERA,MARINA,12,13.63,13.63
CHASMODES,BOSQUIANUS,11,13.99,13.99
ESOX,LUCIUS,11,11.17,11.17
GAMMARUS,LACUSTRIS,11,12.84,12.84
LAMPETRA,TRIDENTATA,11,10.09,10.09
LEIOSTOMUS,XANTHURUS,11,13.99,13.99
MICROPOGONIAS,UNDULATUS,11,13.99,13.99
MYTILUS,EDULIS,11,13.55,13.55
NOTROPIS,HUDSONIUS,11,12.55,12.55
NOTURUS,GYRINUS,11,13.45,13.45
ONCORHYNCHUS,CLARKII,11,8.01,8.01
PARALICHTHYS,DENTATUS,11,13,13
RICHARDSONIUS,BALTEATUS,11,13.99,13.99
XENOPUS,LAEVIS,11,13.65,13.65
ARDEA,CINEREA,10,13.99,13.99
CLINOSTOMUS,ELONGATUS,10,13.56,13.56
COTTUS,RICEI,10,9.65,9.65
EUMETOPIAS,JUBATUS,10,13.99,13.99
ICTALURUS,FURCATUS,10,11.09,11.09
LAMPETRA,APPENDIX,10,9.94,9.94
MENIDIA,MENIDIA,10,13.67,13.67
MERLANGIUS,MERLANGUS,10,13.93,13.93
MUGIL,CEPHALUS,10,11.63,11.63
MYOXOCEPHALUS,THOMPSONI,10,11.7,11.7
NUPHAR,LUTEA,10,13.46,13.46
ONCORHYNCHUS,AGUABONITA,10,7.88,7.88
ACANTHOGOBIUS,FLAVIMANUS,9,13.92,13.92
ANGUILLA,AUSTRALIS,9,9.14,9.14
BARBUS,SHARPEYI,9,12.21,12.21
BELONE,BELONE,9,13.99,13.99
BOREOGADUS,SAIDA,9,13.99,13.99
COBITIS,CALDERONI,9,13.26,13.26
DAPHNIA,LONGISPINA,9,11.81,11.81
FISHERIES,RESOURCES,9,12.84,12.84
LASMIGONA,DECORATA,9,13.77,13.77
MERLUCCIUS,PRODUCTUS,9,13,13
OTOPHYSI,SILURIFORMES,9,13.71,13.71
PAGRUS,AURATUS,9,11.71,11.71
PLECOGLOSSUS,ALTIVELIS,9,13.92,13.92
POTAMOPYRGUS,ANTIPODARUM,9,13.99,13.99
PROTERORHINUS,MARMORATUS,9,13.36,13.36
SALAR,TRUTTA,9,8.58,8.58
SARDINA,PILCHARDUS,9,13.99,13.99
SPINITECTUS,INERMIS,9,13.47,13.47
AEROMONAS,SALMONICIDA,8,13.61,13.61
ANGUILLA,CELEBESENSIS,8,9.12,9.12
APATEMON,GRACILIS,8,13.67,13.67
CENTROPRISTIS,STRIATA,8,13.75,13.75
COREGONUS,WARTMANNI,8,8.86,8.86
COTTUS,RHOTHEUS,8,9.34,9.34
DELTISTES,LUXATUS,8,13.99,13.99
ELEOCHARIS,SPHACELATA,8,13.54,13.54
HERPESVIRUS,ANGUILLAE,8,13.35,13.35
LIMANDA,LIMANDA,8,13.61,13.61
LUXILUS,CORNUTUS,8,13.75,13.75
MELANOIDES,TUBERCULATA,8,13.83,13.83
ORCONECTES,PROPINQUUS,8,12.64,12.64
OREOCHROMIS,AUREA,8,11.34,11.34
PANAQUE,SUTTONORUM,8,13.99,13.99
PERCICHTHYS,TRUCHA,8,13.67,13.67
POMATOMUS,SALTATRIX,8,13.99,13.99
PTYCHOCHEILUS,GRANDIS,8,12.64,12.64
RHIZOPUS,ORYZAE,8,13.83,13.83
SACCHAROMYCES,CEREVISIAE,8,13.99,13.99
SCOMBER,SCOMBRUS,8,13.47,13.47
ACIPENSER,FULVESCENS,7,11.43,11.43
ANGUILLICOLA,CRASSUS,7,13.34,13.34
ANOPTICHTHYS,JORDANI,7,13.64,13.64
CARASSIUS,GIBELIO,7,11.34,11.34
CATOSTOMUS,MACROCHEILUS,7,11.33,11.33
CONGER,MYRIASTER,7,13.48,13.48
COTTUS,TENUIS,7,9.15,9.15
CYNOSCION,NEBULOSUS,7,11.38,11.38
DAPHNIA,HYALINA,7,11.56,11.56
DAPHNIA,PULEX,7,11.25,11.25
DIPHYLLOBOTHRIUM,DENDRITICUM,7,13.28,13.28
DOROSOMA,PETENENSE,7,13,13
ELODEA,NUTTALLII,7,12.6,12.6
ETHEOSTOMA,EXILE,7,12.25,12.25
FAGUS,SYLVATICA,7,13.99,13.99
FICEDULA,HYPOLEUCA,7,13.9,13.9
FUNDULUS,DIAPHANUS,7,11.97,11.97
GALAXIAS,MACULATUS,7,11.72,11.72
GOBIESOX,STRUMOSUS,7,13.99,13.99
HYPOPHTHALMICHTHYS,NOBILIS,7,12.8,12.8
LABEO,ROHITA,7,13.41,13.41
LEPOMIS,GULOSUS,7,9.87,9.87
LEPOMIS,MICROLOPHUS,7,9.94,9.94
MACOMA,BALTHICA,7,13.99,13.99
MYOXOCEPHALUS,QUADRICORNIS,7,11.25,11.25
MYRIOPHYLLUM,VARIIFOLIUM,7,11.48,11.48
NOTROPIS,VOLUCELLUS,7,11.99,11.99
ODONTESTHES,BONARIENSIS,7,13.34,13.34
ORCONECTES,RUSTICUS,7,12.41,12.41
PERCA,FLAVECENS,7,8.38,8.38
PHILONEMA,ONCORHYNCHI,7,13.99,13.99
PHOCA,VITULINA,7,13.72,13.72
PHRAGMITES,AUSTRALIS,7,11.64,11.64
PHYLLODISTOMUM,CONOSTOMUM,7,13.34,13.34
PLATICHTHYS,FLESUS,7,13.72,13.72
PODICEPS,CRISTATUS,7,13.72,13.72
POECILIA,LATIPINNA,7,12.9,12.9
PYGOSTEUS,PUNGITIUS,7,11.85,11.85
PYLODICTIS,OLIVARIS,7,13.9,13.9
RANUNCULION,FLUITANTIS,7,13.99,13.99
RASTRINEOBOLA,ARGENTEA,7,13.9,13.9
RHINICHTHYS,OSCULUS,7,12.41,12.41
SALMO,CLARKI,7,7.01,7.01
SALMO,FARIO,7,7.04,7.04
SALVELINUS,WILLUGHBII,7,7.71,7.71
SCOMBER,JAPONICUS,7,12.56,12.56
SERIOLA,QUINQUERADIATA,7,13.41,13.41
SINIPERCA,CHUATSI,7,13.99,13.99
THYMALLUS,SALMONIDAE,7,9.75,9.75
TRACHURUS,SYMMETRICUS,7,13,13
AMMODYTES,HEXAPTERUS,6,13.12,13.12
AMPHILIUS,URANOSCOPUS,6,13.67,13.67
AUCHENORRHYNCHA,INDET,6,9.24,9.24
BREVOORTIA,TYRANNUS,6,13.99,13.99
BRYOZOA,INDET,6,9.24,9.24
BUFO,CALAMITA,6,13.77,13.77
BYTHOTREPHES,LONGIMANUS,6,13.67,13.67
CERATOPOGONIDAE,INDET,6,9.23,9.23
CERNUUS,CERNUA,6,11.94,11.94
CHARA,TOMENTOSA,6,13.06,13.06
CHASMISTES,BREVIROSTRIS,6,13.77,13.77
CHIRONOMIDAE,INDET,6,9.17,9.17
CHIRONOMINAE,INDET,6,9.24,9.24
CHIRONOMINI,INDET,6,9.24,9.24
CHIRONOMUS,PLUMOSUS,6,12.88,12.88
CHRYSOMELIDAE,INDET,6,9.23,9.23
CHRYSOPHRYS,AURATUS,6,11.23,11.23
CLINOSTOMUM,MARGINATUM,6,13.33,13.33
COLEOPTERA,INDET,6,9.17,9.17
COPEPODA,INDET,6,9.24,9.24
COTTUS,GULOSUS,6,8.9,8.9
CRANGONYCTIDAE,INDET,6,9.24,9.24
DENTEX,DENTEX,6,13.77,13.77
DIPTERA,INDET,6,9.16,9.16
ELLIPTIO,COMPLANATA,6,13.41,13.41
ENCHYTRAEIDAE,INDET,6,9.24,9.24
EPHEMEROPTERA,INDET,6,9.24,9.24
ETHEOSTOMA,NIGRUM,6,12.06,12.06
GASTROPODA,INDET,6,9.18,9.18
HELOBDELLA,INDET,6,9.24,9.24
HEPTAGENIIDAE,INDET,6,9.23,9.23
HEXAGENIA,INDET,6,9.24,9.24
HIPPOGLOSSUS,HIPPOGLOSSUS,6,13.77,13.77
HYDROPTILIDAE,INDET,6,9.23,9.23
ICHTHYOMYZON,FOSSOR,6,13.06,13.06
INSECTA,INDET,6,9.23,9.23
KERATELLA,COCHLEARIS,6,13.58,13.58
LATEOLABRAX,JAPONICUS,6,12.72,12.72
LEPTOCERIDAE,INDET,6,9.24,9.24
LIMBATA,INDET,6,9.24,9.24
LIMNODRILUS,INDET,6,9.24,9.24
LUMBRICULIDAE,INDET,6,9.24,9.24
LYMNAEA,PEREGRA,6,13.41,13.41
LYMNAEIDAE,INDET,6,9.24,9.24
MACCULLOCHELLA,PEELII,6,13.58,13.58
MACQUARIA,AMBIGUA,6,12.06,12.06
MARGARISCUS,MARGARITA,6,13.77,13.77
MERGUS,SERRATOR,6,12.26,12.26
MERLUCCIUS,GAYI,6,12.54,12.54
MICROPTERUS,PUNCTULATUS,6,11.15,11.15
MICROSETELLA,NORVEGICA,6,13.77,13.77
MOLLUSCA,NEMATODA,6,12.49,12.49
MOXOSTOMA,ANISURUM,6,12.62,12.62
MOXOSTOMA,MACROLEPIDOTUM,6,12.62,12.62
MYLOCHEILUS,CAURINUS,6,13.77,13.77
NAIDIDAE,INDET,6,9.24,9.24
NAIDINAE,INDET,6,9.24,9.24
NEMATA,INDET,6,9.24,9.24
OLIGOCHAETA,INDET,6,9.2,9.2
ONCORHYNCHUS,RHODURUS,6,7.15,7.15
ORIBATIDA,INDET,6,9.24,9.24
OSTRACODA,INDET,6,9.23,9.23
OXIDAE,INDET,6,9.24,9.24
PENTANEURINI,INDET,6,9.24,9.24
PISIDIIDAE,INDET,6,9.24,9.24
PLANORBIDAE,INDET,6,9.23,9.23
PLATYHELMINTHES,INDET,6,9.21,9.21
PLECOPTERA,INDET,6,9.24,9.24
PLECTROPOMUS,LEOPARDUS,6,13.99,13.99
PLEURONECTES,AMERICANUS,6,11.61,11.61
PROSOPIUM,CYLINDRACEUM,6,12.19,12.19
RHODODENDRON,PONTICUM,6,13.99,13.99
SALMINCOLA,EDWARDSII,6,13.41,13.41
SALMO,LETNICA,6,6.82,6.82
SALMO,SALVELINUS,6,5.395,5.395
SANDER,CANADENSIS,6,10.19,10.19
SCORPAENIFORMES,NORMANICHTHYIDAE,6,13.88,13.88
TABANIDAE,INDET,6,9.23,9.23
TAENIOPTERYGIDAE,INDET,6,9.24,9.24
TANYPODINAE,INDET,6,9.24,9.24
TANYTARSINI,INDET,6,9.24,9.24
THUNNUS,THYNNUS,6,13.26,13.26
TILAPIA,RENDALLI,6,13.06,13.06
TIPULIDAE,INDET,6,9.23,9.23
TRICARINATA,INDET,6,9.24,9.24
TRICHOPTERA,INDET,6,9.18,9.18
TUBIFICINAE,INDET,6,9.24,9.24
UDEKEMIANUS,INDET,6,9.24,9.24
UENOIDAE,INDET,6,9.24,9.24
ULVARIA,SUBBIFURCATA,6,13.99,13.99
UMBRA,LIMI,6,13.67,13.67
VALVATA,INDET,6,9.22,9.22
[NUMBER],ATLANTIC,6,11.34,11.34
[NUMBER],SALMO,6,11.35,11.35
[NUMBER],SALMON,6,11.3,11.3
ACROPERUS,HARPAE,5,13.99,13.99
AEDES,AEGYPTI,5,13.51,13.51
ALASMIDONTA,HETERODON,5,13.32,13.32
ALOSA,CHRYSOCHLORIS,5,10.09,10.09
ANAS,CRECCA,5,13.51,13.51
ANGUILLA,MOSSAMBICA,5,8.46,8.46
ANGUILLA,REINHARDTII,5,8.46,8.46
APOLLONIA,MELANOSTOMA,5,13.73,13.73
BAGRUS,DOCMAK,5,13.99,13.99
BOSMINA,CHYDORUS,5,11.99,11.99
BUCEPHALA,CLANGULA,5,13.73,13.73
CALLINECTES,SAPIDUS,5,13.99,13.99
CAPILLARIA,SALVELINI,5,12.23,12.23
CARPIODES,CARPIO,5,10.18,10.18
CATOSTOMUS,COLUMBIANUS,5,10.89,10.89
CERCOPAGIS,PENGOI,5,13.99,13.99
CHLOROMYXUM,TRUTTAE,5,12.03,12.03
CHONDROSTOMA,TOXOSTOMA,5,12.19,12.19
CLARIAS,BATRACHUS,5,11.21,11.21
CLONORCHIS,SINENSIS,5,13.23,13.23
CLUPEA,PALLASI,5,10.51,10.51
COREGONUS,NIGRIPINNIS,5,8.19,8.19
COREGONUS,SARDINELLA,5,8.19,8.19
COROPHIUM,VOLUTATOR,5,13.99,13.99
CREPIDOSTOMUM,FARIONIS,5,13.51,13.51
CYNOSCION,REGALIS,5,13.15,13.15
CYPRINELLA,LUTRENSIS,5,13.15,13.15
CYPRINELLA,SPILOPTERA,5,13,13
DIPHYLLOBOTHRIUM,LATUM,5,12.86,12.86
DREISSENA,BUGENSIS,5,11.93,11.93
DROSOPHILA,MELANOGASTER,5,13.86,13.86
ECDYONURUS,DISPAR,5,13.41,13.41
ENGRAULIS,ENCRASICOLUS,5,12.11,12.11
ENTOSPHENUS,TRIDENTATUS,5,13.51,13.51
EOSALMO,DRIFTWOODENSIS,5,13.99,13.99
ERIOCHEIR,SINENSIS,5,13.23,13.23
ETHEOSTOMA,ZONALE,5,11.83,11.83
GALAXIAS,BREVIPINNIS,5,11.28,11.28
GAVIA,IMMER,5,13.86,13.86
GILLICHTHYS,MIRABILIS,5,13.62,13.62
GRAPTOLEBERIS,TESTUDINARIA,5,13.99,13.99
GROMPHADORHINA,PORTENTOSA,5,13.99,13.99
HAEMATOPUS,OSTRALEGUS,5,13.99,13.99
HEMIMYSIS,ANOMALA,5,13.86,13.86
HIRUNDO,RUSTICA,5,13.99,13.99
HOLOPEDIUM,GIBBERUM,5,13.99,13.99
HOPLIAS,MALABARICUS,5,13.73,13.73
HYPOMESUS,NIPPONENSIS,5,12.79,12.79
HYPOMESUS,TRANSPACIFICUS,5,12.79,12.79
ICHTHYOMYZON,UNICUSPIS,5,12.79,12.79
ICTIOBUS,CYPRINELLUS,5,13.51,13.51
LAMPETRA,RICHARDSONI,5,8.99,8.99
LAVINIA,SYMMETRICUS,5,12.86,12.86
LEPTOCOTTUS,ARMATUS,5,13.51,13.51
LEUCISCUS,ASPIUS,5,10.24,10.24
LITOPENAEUS,VANNAMEI,5,13.07,13.07
MERCENARIA,MERCENARIA,5,13.99,13.99
MESOCYCLOPS,EDAX,5,13.32,13.32
MYXIDIUM,TRUTTAE,5,12.03,12.03
MYXOBOLUS,ARCTICUS,5,10.73,10.73
NOTROPIS,STRAMINEUS,5,11.54,11.54
ONCORHYNCUS,MYKISS,5,7.83,7.83
ORCONECTES,LIMOSUS,5,12.03,12.03
PARVICAPSULA,MINIBICORNIS,5,13.99,13.99
PEARSONELLUM,CORVENTUM,5,13.99,13.99
PERCINA,MACULATA,5,12.68,12.68
PETROMYZON,FLUVIATILIS,5,7.34,7.34
PIRENELLA,CONICA,5,13.86,13.86
PISCICOLA,GEOMETRA,5,13.99,13.99
PLATYCEPHALUS,FUSCUS,5,13.62,13.62
POTAMOCORBULA,AMURENSIS,5,13.51,13.51
PROCAMBARUS,CLARKII,5,12.68,12.68
PROSOPIUM,COULTERI,5,11.96,11.96
PROSOPIUM,COULTERII,5,11.83,11.83
PSEUDOCALANUS,MINUTUS,5,12.46,12.46
PSEUDOPENTACEROS,WHEELERI,5,13.99,13.99
PSEUDORASBORA,PARVA,5,13.41,13.41
PTYCHOCHEILUS,LUCIUS,5,11.89,11.89
SALMO,IRIDEUS,5,6.55,6.55
SALMO,OBTUSIROSTRIS,5,6.55,6.55
SALMONIDAE,COREGONUS,5,11.89,11.89
SALMONIDAE,SALMO,5,12.07,12.07
SALMONIFORMES,SALMONIDAE,5,12.07,12.07
SPIRINCHUS,THALEICHTHYS,5,13.86,13.86
TREMATODA,MONOGENEA,5,13,13
TRIGLOCHIN,MYRIOPHYLLUM,5,12.46,12.46
TROTA,IRIDEA,5,13.99,13.99
TUBIFEX,TUBIFEX,5,13.41,13.41
TYPHA,LATIFOLIA,5,13.51,13.51
