TAXRANK_target,target,source,TAXRANK_source,data_source_x,relations,score.1,data_source_y,_merge
 SPECIES,POECILOPUS,COTTUS, GENUS,VTO ontology,is_a,11.2,WEB corpus,both
 SPECIES,POLLUX,COTTUS, GENUS,VTO ontology,is_a,6.71,WEB corpus,both
,PYGMAEUS,COTTUS,,,,6.71,WEB corpus,right_only
 SPECIES,RICEI,COTTUS, GENUS,VTO ontology,is_a,9.98,WEB corpus,both
,SPECUS,COTTUS,,,,6.71,WEB corpus,right_only
,SPP,COTTUS,,,,6.6,WEB corpus,right_only
,THOMPSONII,COTTUS,,,,6.59,WEB corpus,right_only
 SPECIES,PLUMBEUS,COUESIUS, GENUS,VTO ontology,is_a,13.97,WEB corpus,both
,SPILOPTERA,COUESIUS,,,,9.75,WEB corpus,right_only
,BAIRDII,COULTERII,,,,11.54,WEB corpus,right_only
,CRANGON,CRANGON,,,,13.54,WEB corpus,right_only
,SEPTEMSPINOSA,CRANGON,,,,13.26,WEB corpus,right_only
 SPECIES,BAILEYI,CRENICHTHYS, GENUS,VTO ontology,is_a,13.99,WEB corpus,both
,ACARI,CRUSTACEA,,,,11.09,WEB corpus,right_only
,AMPHIPODA,CRUSTACEA,,,,11,WEB corpus,right_only
,CLADOCERA,CRUSTACEA,,,,11,WEB corpus,right_only
,COPEPODA,CRUSTACEA,,,,10.95,WEB corpus,right_only
,DECAPODA,CRUSTACEA,,,,12.33,WEB corpus,right_only
,MOLLUSCA,CRUSTACEA,,,,10.91,WEB corpus,right_only
,PALAEMONIDAE,CRUSTACEA,,,,11.3,WEB corpus,right_only
,PLECOPTERA,CRUSTACEA,,,,9.61,WEB corpus,right_only
,SALMINCOLA,CRUSTACEA,,,,11.09,WEB corpus,right_only
 SPECIES,IDELLA,CTENOPHARYNGODON, GENUS,VTO ontology,is_a,12.68,WEB corpus,both
,IDELLUS,CTENOPHARYNGODON,,,,13.58,WEB corpus,right_only
 SPECIES,INCONSTANS,CULAEA, GENUS,VTO ontology,is_a,13.99,WEB corpus,both
,GAMMARUS,CULEX,,,,13.41,WEB corpus,right_only
,HYMENOPTERA,CULICIDAE,,,,11.41,WEB corpus,right_only
,MUSCIDAE,CULICIDAE,,,,13,WEB corpus,right_only
,ELMIDAE,CURCULIONIDAE,,,,12.41,WEB corpus,right_only
,GIBBOSUS,CYANELLUS,,,,9.5,WEB corpus,right_only
,GULOSUS,CYANELLUS,,,,10.68,WEB corpus,right_only
 SPECIES,ELONGATUS,CYCLEPTUS, GENUS,VTO ontology,is_a,13.67,WEB corpus,both
 SPECIES,REGALIS,CYNOSCION, GENUS,VTO ontology,is_a,13.99,WEB corpus,both
 SPECIES,GALACTURA,CYPRINELLA, GENUS,VTO ontology,is_a,11.19,WEB corpus,both
 SPECIES,LUTRENSIS,CYPRINELLA, GENUS,VTO ontology,is_a,13.15,WEB corpus,both
,NOTEMIGONUS,CYPRINELLA,,,,11.19,WEB corpus,right_only
 SPECIES,SPILOPTERA,CYPRINELLA, GENUS,VTO ontology,is_a,13,WEB corpus,both
 SPECIES,WHIPPLEI,CYPRINELLA, GENUS,VTO ontology,is_a,11.09,WEB corpus,both
 GENUS,ABRAMIS,CYPRINIDAE, FAMILY,VTO ontology,is_a,7.5,WEB corpus,both
 GENUS,ALBURNUS,CYPRINIDAE, FAMILY,VTO ontology,is_a,11.12,WEB corpus,both
,ANGUILLA,CYPRINIDAE,,,,7.51,WEB corpus,right_only
,BRAMA,CYPRINIDAE,,,,7.5,WEB corpus,right_only
,CEPHALUS,CYPRINIDAE,,,,7.51,WEB corpus,right_only
,ESOX,CYPRINIDAE,,,,12.61,WEB corpus,right_only
,FLUVIATILIS,CYPRINIDAE,,,,12.62,WEB corpus,right_only
,ICTALURIDAE,CYPRINIDAE,,,,11.19,WEB corpus,right_only
,LUCIUS,CYPRINIDAE,,,,12.62,WEB corpus,right_only
,OSTARIOPHYSI,CYPRINIDAE,,,,11.54,WEB corpus,right_only
,PERCA,CYPRINIDAE,,,,12.6,WEB corpus,right_only
,POECILIIDAE,CYPRINIDAE,,,,11.41,WEB corpus,right_only
,SALMONIDAE,CYPRINIDAE,,,,9.61,WEB corpus,right_only
 GENUS,SQUALIUS,CYPRINIDAE, FAMILY,VTO ontology,is_a,7.51,WEB corpus,both
,TELEOSTEI,CYPRINIDAE,,,,11.09,WEB corpus,right_only
,UMBRIDAE,CYPRINIDAE,,,,11.09,WEB corpus,right_only
 FAMILY,CYPRINIDAE,CYPRINIFORMES, ORDER,VTO ontology,is_a,11.055,WEB corpus,both
 SPECIES,CARPIO,CYPRINUS, GENUS,VTO ontology,is_a,13.67,WEB corpus,both
,CYPRINELLA,CYPRINUS,,,,11.67,WEB corpus,right_only
,LINNAEUS,CYPRINUS,,,,9,WEB corpus,right_only
,TRUTTA,DA,,,,5.45,WEB corpus,right_only
,TSHAWYTSCHA,DAKOTA,,,,7.66,WEB corpus,right_only
,OSMERIDAE,DALLIA,,,,13.41,WEB corpus,right_only
,BOSMINA,DAPHNIA,,,,11.35,WEB corpus,right_only
,CARINATA,DAPHNIA,,,,10.47,WEB corpus,right_only
,CERIODAPHNIA,DAPHNIA,,,,9.44,WEB corpus,right_only
,CHIRONOMID,DAPHNIA,,,,9.5,WEB corpus,right_only
,COPEPODS,DAPHNIA,,,,9.48,WEB corpus,right_only
,CULTUS,DAPHNIA,,,,9.5,WEB corpus,right_only
,DECAPODA,DAPHNIA,,,,9.32,WEB corpus,right_only
,DIAPHANOSOMA,DAPHNIA,,,,9.48,WEB corpus,right_only
,GALEATA,DAPHNIA,,,,11.03,WEB corpus,right_only
,HYALINA,DAPHNIA,,,,12.13,WEB corpus,right_only
,KERATELLA,DAPHNIA,,,,13.41,WEB corpus,right_only
,LEPTODORA,DAPHNIA,,,,9.48,WEB corpus,right_only
,LONGISPINA,DAPHNIA,,,,12.38,WEB corpus,right_only
,POLYARTHRA,DAPHNIA,,,,13.41,WEB corpus,right_only
,PULEX,DAPHNIA,,,,11.74,WEB corpus,right_only
,ROTIFERS,DAPHNIA,,,,9.5,WEB corpus,right_only
,SPP,DAPHNIA,,,,10.89,WEB corpus,right_only
,AMPHIPODA,DECAPODA,,,,12.19,WEB corpus,right_only
,ATYIDAE,DECAPODA,,,,12.68,WEB corpus,right_only
,CRUSTACEA,DECAPODA,,,,11.99,WEB corpus,right_only
,BOSMINA,DIAPHANOSOMA,,,,11.67,WEB corpus,right_only
 SPECIES,LABRAX,DICENTRARCHUS, GENUS,VTO ontology,is_a,13.99,WEB corpus,both
,CAENIS,DIET,,,,10.82,WEB corpus,right_only
,CHIRONOMIDS,DIET,,,,10.82,WEB corpus,right_only
,CHYDORIDAE,DIET,,,,10.82,WEB corpus,right_only
,DAPHNIA,DIET,,,,10.82,WEB corpus,right_only
,GYRAULUS,DIET,,,,10.68,WEB corpus,right_only
,PHYSA,DIET,,,,10.68,WEB corpus,right_only
,CESTODA,DIGENEA,,,,13.41,WEB corpus,right_only
,PHOXINI,DIPLOSTOMUM,,,,13.41,WEB corpus,right_only
,SPATHACEUM,DIPLOSTOMUM,,,,13.41,WEB corpus,right_only
,ARANEIDA,DIPTERA,,,,11,WEB corpus,right_only
,CHIRONOMID,DIPTERA,,,,12.41,WEB corpus,right_only
,CHIRONOMIDAE,DIPTERA,,,,11.54,WEB corpus,right_only
,COLEOPTERA,DIPTERA,,,,11.475,WEB corpus,right_only
,COPEPODA,DIPTERA,,,,11.99,WEB corpus,right_only
,CULICIDAE,DIPTERA,,,,11,WEB corpus,right_only
,HETEROPTERA,DIPTERA,,,,11.75,WEB corpus,right_only
,LEPIDOPTERA,DIPTERA,,,,12.41,WEB corpus,right_only
,MELANOGASTER,DIPTERA,,,,10.68,WEB corpus,right_only
,NEMATOCERA,DIPTERA,,,,11.09,WEB corpus,right_only
,ODONATA,DIPTERA,,,,11.75,WEB corpus,right_only
,PISIDIUM,DIPTERA,,,,12.41,WEB corpus,right_only
,TRICHOPTERA,DIPTERA,,,,11.26,WEB corpus,right_only
,CERATOPOGONIDAE,DIXIDAE,,,,13,WEB corpus,right_only
,DOLICHOPODIDAE,DIXIDAE,,,,13,WEB corpus,right_only
,DIXIDAE,DOLICHOPODIDAE,,,,13,WEB corpus,right_only
,EMPIDIDAE,DOLICHOPODIDAE,,,,13,WEB corpus,right_only
,MUSCIDAE,DOLICHOPODIDAE,,,,12.68,WEB corpus,right_only
,NAMAYCUSH,DOLOMIEU,,,,7.38,WEB corpus,right_only
,VITREUM,DOLOMIEU,,,,9.5,WEB corpus,right_only
 SPECIES,CEPEDIANUM,DOROSOMA, GENUS,VTO ontology,is_a,13.67,WEB corpus,both
 SPECIES,PETENENSE,DOROSOMA, GENUS,VTO ontology,is_a,13,WEB corpus,both
,BUGENSIS,DREISSENA,,,,11.99,WEB corpus,right_only
,POLYMORPHA,DREISSENA,,,,13.88,WEB corpus,right_only
,MELANOGASTER,DROSOPHILA,,,,13.86,WEB corpus,right_only
,ELMIDAE,DYTISCIDAE,,,,12.41,WEB corpus,right_only
,MOLLUSCA,ECHINODERMATA,,,,12.41,WEB corpus,right_only
,DENSA,EGERIA,,,,13.67,WEB corpus,right_only
,POTAMOGETON,EGERIA,,,,13,WEB corpus,right_only
 SPECIES,GARZETTA,EGRETTA, GENUS,VTO ontology,is_a,13.99,WEB corpus,both
,AZUREA,EICHORNIA,,,,13.99,WEB corpus,right_only
,GYRINIDAE,ELMIDAE,,,,13.41,WEB corpus,right_only
,CANADENSIS,ELODEA,,,,13.69,WEB corpus,right_only
,NICOLA,ELVIRA,,,,13.99,WEB corpus,right_only
,DOLICHOPODIDAE,EMPIDIDAE,,,,13.41,WEB corpus,right_only
,MARAENA,ENGLISH,,,,13.41,WEB corpus,right_only
,ENCRASICHOLUS,ENGRAULIS,,,,10.54,WEB corpus,right_only
 SPECIES,ENCRASICOLUS,ENGRAULIS, GENUS,VTO ontology,is_a,12.62,WEB corpus,both
 SPECIES,MORDAX,ENGRAULIS, GENUS,VTO ontology,is_a,12.65,WEB corpus,both
,CLUPEIDAE,ENTOSPHENUS,,,,11.99,WEB corpus,right_only
,TRIDENTATUS,ENTOSPHENUS,,,,13.86,WEB corpus,right_only
,SPRATTUS,EPERLANUS,,,,10.6,WEB corpus,right_only
,BAETIS,EPHEMERELLA,,,,13.99,WEB corpus,right_only
,ELMIDAE,EPHEMERELLIDAE,,,,13.19,WEB corpus,right_only
,COLEOPTERA,EPHEMEROPTERA,,,,9.71,WEB corpus,right_only
,DIPTERA,EPHEMEROPTERA,,,,9.21,WEB corpus,right_only
,ISOPODA,EPHEMEROPTERA,,,,9.95,WEB corpus,right_only
,LIMNEPHILIDAE,EPHEMEROPTERA,,,,10.91,WEB corpus,right_only
,MEGALOPTERA,EPHEMEROPTERA,,,,9.79,WEB corpus,right_only
,ODONATA,EPHEMEROPTERA,,,,9.83,WEB corpus,right_only
,PLECOPTERA,EPHEMEROPTERA,,,,13.31,WEB corpus,right_only
,PULEX,EPHEMEROPTERA,,,,9.24,WEB corpus,right_only
,TRICHOPTERA,EPHEMEROPTERA,,,,11.17,WEB corpus,right_only
,EQUISETUM,EQUISETUM,,,,13.41,WEB corpus,right_only
,PHRAGMITES,EQUISETUM,,,,13,WEB corpus,right_only
 SPECIES,OBLONGUS,ERIMYZON, GENUS,VTO ontology,is_a,13.99,WEB corpus,both
,ASPIUS,ERYTHROPHTHALMUS,,,,10.3,WEB corpus,right_only
,FLUVIATILIS,ERYTHROPHTHALMUS,,,,6.46,WEB corpus,right_only
,FOOD,ERYTHROPHTHALMUS,,,,11.83,WEB corpus,right_only
,PLANT,ERYTHROPHTHALMUS,,,,12.19,WEB corpus,right_only
 GENUS,ESOX,ESOCIDAE, FAMILY,VTO ontology,is_a,10.32,WEB corpus,both
,MASQUINONGY,ESOCIDAE,,,,13.41,WEB corpus,right_only
,SALMONIDAE,ESOCIDAE,,,,9.91,WEB corpus,right_only
 SPECIES,AMERICANUS,ESOX, GENUS,VTO ontology,is_a,8.24,WEB corpus,both
,CYPRINIDAE,ESOX,,,,10.105,WEB corpus,right_only
,LINNAEUS,ESOX,,,,8.76,WEB corpus,right_only
 SPECIES,LUCIUS,ESOX, GENUS,VTO ontology,is_a,11.755,WEB corpus,both
 SPECIES,MASQUINONGY,ESOX, GENUS,VTO ontology,is_a,10.43,WEB corpus,both
,PERCINA,ESOX,,,,9.19,WEB corpus,right_only
 SPECIES,ASPRIGENE,ETHEOSTOMA, GENUS,VTO ontology,is_a,9.64,WEB corpus,both
 SPECIES,CAERULEUM,ETHEOSTOMA, GENUS,VTO ontology,is_a,11.54,WEB corpus,both
 SPECIES,CHIENENSE,ETHEOSTOMA, GENUS,VTO ontology,is_a,11.15,WEB corpus,both
 SPECIES,CRAGINI,ETHEOSTOMA, GENUS,VTO ontology,is_a,9.64,WEB corpus,both
 SPECIES,EXILE,ETHEOSTOMA, GENUS,VTO ontology,is_a,12.22,WEB corpus,both
 SPECIES,FLABELLARE,ETHEOSTOMA, GENUS,VTO ontology,is_a,10.57,WEB corpus,both
 SPECIES,HISTRIO,ETHEOSTOMA, GENUS,VTO ontology,is_a,9.64,WEB corpus,both
,MACULATA,ETHEOSTOMA,,,,9.44,WEB corpus,right_only
 SPECIES,MICROPERCA,ETHEOSTOMA, GENUS,VTO ontology,is_a,9.64,WEB corpus,both
 SPECIES,NIANGUAE,ETHEOSTOMA, GENUS,VTO ontology,is_a,9.61,WEB corpus,both
 SPECIES,NIGRUM,ETHEOSTOMA, GENUS,VTO ontology,is_a,12.02,WEB corpus,both
 SPECIES,OLMSTEDI,ETHEOSTOMA, GENUS,VTO ontology,is_a,10.6,WEB corpus,both
,PERCIDAE,ETHEOSTOMA,,,,9.57,WEB corpus,right_only
 SPECIES,SPECTABILE,ETHEOSTOMA, GENUS,VTO ontology,is_a,10.54,WEB corpus,both
 SPECIES,SWAINI,ETHEOSTOMA, GENUS,VTO ontology,is_a,9.64,WEB corpus,both
 SPECIES,WHIPPLEI,ETHEOSTOMA, GENUS,VTO ontology,is_a,9.61,WEB corpus,both
 SPECIES,ZONALE,ETHEOSTOMA, GENUS,VTO ontology,is_a,11.8,WEB corpus,both
,LAMELLATUS,EURYCERCUS,,,,13.99,WEB corpus,right_only
,FLABELLARE,EXILE,,,,12.68,WEB corpus,right_only
,MACULATA,EXILE,,,,11.83,WEB corpus,right_only
,SYLVATICA,FAGUS,,,,13.8,WEB corpus,right_only
,AMEIURUS,FIN,,,,13.99,WEB corpus,right_only
,CYNOSCION,FISH,,,,10.68,WEB corpus,right_only
,GARIEPINUS,FISH,,,,10.6,WEB corpus,right_only
,NEBULOSUS,FISH,,,,10.68,WEB corpus,right_only
,CLUPEA,FISHERY,,,,11.83,WEB corpus,right_only
,PERCINA,FLAVESCENS,,,,12.29,WEB corpus,right_only
,VITREUM,FLAVESCENS,,,,9.44,WEB corpus,right_only
,VITREUS,FLAVESCENS,,,,9.24,WEB corpus,right_only
,ABRAMIS,FLUVIATILIS,,,,11.54,WEB corpus,right_only
,ACULEATUS,FLUVIATILIS,,,,6.89,WEB corpus,right_only
,BRAMA,FLUVIATILIS,,,,10.41,WEB corpus,right_only
,CERNUA,FLUVIATILIS,,,,9.12,WEB corpus,right_only
,GRAELLSII,FLUVIATILIS,,,,10.6,WEB corpus,right_only
,LINNAEUS,FLUVIATILIS,,,,10.71,WEB corpus,right_only
,PLANERI,FLUVIATILIS,,,,8.57,WEB corpus,right_only
,RUTILUS,FLUVIATILIS,,,,9.76,WEB corpus,right_only
,UMBLA,FLUVIATILIS,,,,11.67,WEB corpus,right_only
,VIMBA,FLUVIATILIS,,,,9.91,WEB corpus,right_only
,ALPINUS,FONTINALIS,,,,5.8,WEB corpus,right_only
,SALAR,FONTINALIS,,,,5.42,WEB corpus,right_only
,SALMO,FONTINALIS,,,,11.41,WEB corpus,right_only
,SALMONIDAE,FONTINALIS,,,,9.79,WEB corpus,right_only
,TRUTTA,FONTINALIS,,,,8.82,WEB corpus,right_only
,AGASSIZI,FORBESICHTHYS,,,,13.99,WEB corpus,right_only
,MARINUS,FOSSOR,,,,7.04,WEB corpus,right_only
,PERCINA,FULVESCENS,,,,11.67,WEB corpus,right_only
 SPECIES,DIAPHANUS,FUNDULUS, GENUS,VTO ontology,is_a,12.13,WEB corpus,both
 SPECIES,HETEROCLITUS,FUNDULUS, GENUS,VTO ontology,is_a,13.8,WEB corpus,both
 SPECIES,NOTATUS,FUNDULUS, GENUS,VTO ontology,is_a,10.68,WEB corpus,both
,PUNCTATUS,FURCATUS,,,,9.95,WEB corpus,right_only
 GENUS,LOTA,GADIDAE, FAMILY,VTO ontology,is_a,8.5,WEB corpus,both
,TELEOSTEI,GADIDAE,,,,11.99,WEB corpus,right_only
 SPECIES,MARMORATUS,GADOPSIS, GENUS,VTO ontology,is_a,10.91,WEB corpus,both
,GADIDAE,GADUS,,,,8.24,WEB corpus,right_only
,LINNAEUS,GADUS,,,,7.21,WEB corpus,right_only
 SPECIES,MORHUA,GADUS, GENUS,VTO ontology,is_a,13.98,WEB corpus,both
,TRUTLA,GAIRDNERI,,,,13.41,WEB corpus,right_only
 SPECIES,ARGENTEUS,GALAXIAS, GENUS,VTO ontology,is_a,10.68,WEB corpus,both
 SPECIES,AURATUS,GALAXIAS, GENUS,VTO ontology,is_a,8.08,WEB corpus,both
 SPECIES,BREVIPINNIS,GALAXIAS, GENUS,VTO ontology,is_a,11.34,WEB corpus,both
 SPECIES,FASCIATUS,GALAXIAS, GENUS,VTO ontology,is_a,11.02,WEB corpus,both
 SPECIES,MACULATUS,GALAXIAS, GENUS,VTO ontology,is_a,11.76,WEB corpus,both
 SPECIES,OLIDUS,GALAXIAS, GENUS,VTO ontology,is_a,13.38,WEB corpus,both
 SPECIES,PAUCISPONDYLUS,GALAXIAS, GENUS,VTO ontology,is_a,9.14,WEB corpus,both
 SPECIES,PLATEI,GALAXIAS, GENUS,VTO ontology,is_a,9.14,WEB corpus,both
 SPECIES,POSTVECTIS,GALAXIAS, GENUS,VTO ontology,is_a,11.06,WEB corpus,both
 SPECIES,TRUTTACEUS,GALAXIAS, GENUS,VTO ontology,is_a,10.11,WEB corpus,both
 SPECIES,VULGARIS,GALAXIAS, GENUS,VTO ontology,is_a,9.09,WEB corpus,both
 SPECIES,AFFINIS,GAMBUSIA, GENUS,VTO ontology,is_a,13.47,WEB corpus,both
 SPECIES,GEISERI,GAMBUSIA, GENUS,VTO ontology,is_a,10.35,WEB corpus,both
,HOLBROOKI,GAMBUSIA,,,,13.18,WEB corpus,right_only
,RETICULATA,GAMBUSIA,,,,9,WEB corpus,right_only
,ATYIDAE,GAMMARIDAE,,,,13,WEB corpus,right_only
,OSTRACODA,GAMMARIDAE,,,,12.68,WEB corpus,right_only
,ASELLUS,GAMMARUS,,,,10.3,WEB corpus,right_only
,DYTISCIDAE,GAMMARUS,,,,12.41,WEB corpus,right_only
,LACUSTRIS,GAMMARUS,,,,13.14,WEB corpus,right_only
,MEGALOPTERA,GAMMARUS,,,,12.41,WEB corpus,right_only
,MOLLUSCA,GAMMARUS,,,,12.41,WEB corpus,right_only
,PLECOPTERA,GAMMARUS,,,,12.19,WEB corpus,right_only
,PSEUDOLIMNAEUS,GAMMARUS,,,,10.3,WEB corpus,right_only
,PULEX,GAMMARUS,,,,13,WEB corpus,right_only
,FRESHWATER,GARCIA,,,,12.83,WEB corpus,right_only
,SALT,GARCIA,,,,13.41,WEB corpus,right_only
,SILURIFORMES,GARIEPINUS,,,,13.41,WEB corpus,right_only
,COTTIDAE,GASTEROSTEIDAE,,,,12.88,WEB corpus,right_only
,POECILIIDAE,GASTEROSTEIDAE,,,,12.19,WEB corpus,right_only
 SPECIES,ACULEATUS,GASTEROSTEUS, GENUS,VTO ontology,is_a,13.96,WEB corpus,both
,LINNAEUS,GASTEROSTEUS,,,,9.23,WEB corpus,right_only
,BIVALVIA,GASTROPODA,,,,10.47,WEB corpus,right_only
,EPHEMEROPTERA,GASTROPODA,,,,11.09,WEB corpus,right_only
,MEGALOPTERA,GASTROPODA,,,,10.54,WEB corpus,right_only
,NEMATODA,GASTROPODA,,,,13.37,WEB corpus,right_only
 SPECIES,AUSTRALIS,GEOTRIA, GENUS,VTO ontology,is_a,10.14,WEB corpus,both
,GULOSUS,GIBBOSUS,,,,10.6,WEB corpus,right_only
,LINNAEUS,GIBBOSUS,,,,9.05,WEB corpus,right_only
,MYKISS,GIBBOSUS,,,,5.54,WEB corpus,right_only
,PARVA,GIBELIO,,,,11.99,WEB corpus,right_only
 SPECIES,ATRARIA,GILA, GENUS,VTO ontology,is_a,13.41,WEB corpus,both
 SPECIES,CYPHA,GILA, GENUS,VTO ontology,is_a,12.68,WEB corpus,both
 SPECIES,ROBUSTA,GILA, GENUS,VTO ontology,is_a,12.68,WEB corpus,both
,MAXIMA,GLYCERIA,,,,13.99,WEB corpus,right_only
,ELEOTRIDINAE,GOBIIDAE,,,,13.41,WEB corpus,right_only
,GASTEROSTEIDAE,GOBIIDAE,,,,12.41,WEB corpus,right_only
,BARBATULA,GOBIO,,,,10.35,WEB corpus,right_only
,BARBUS,GOBIO,,,,9.87,WEB corpus,right_only
,COTTIDAE,GOBIO,,,,11.19,WEB corpus,right_only
 SPECIES,GOBIO,GOBIO, GENUS,VTO ontology,is_a,12.68,WEB corpus,both
,PHOXINUS,GOBIO,,,,10.24,WEB corpus,right_only
 SPECIES,COTIDIANUS,GOBIOMORPHUS, GENUS,VTO ontology,is_a,13.3,WEB corpus,both
 SPECIES,HUBBSI,GOBIOMORPHUS, GENUS,VTO ontology,is_a,13,WEB corpus,both
 SPECIES,HUTTONI,GOBIOMORPHUS, GENUS,VTO ontology,is_a,12.54,WEB corpus,both
,GOBIIDAE,GOBY,,,,13.99,WEB corpus,right_only
,GYRAULUS,GOBY,,,,12.68,WEB corpus,right_only
,PHYSA,GOBY,,,,12.68,WEB corpus,right_only
,MACROCHIRUS,GOODEI,,,,8.35,WEB corpus,right_only
,KETA,GORBUSCHA,,,,9.12,WEB corpus,right_only
,GOBIIDAE,GRUNNIENS,,,,13.41,WEB corpus,right_only
,CERNUA,GYMNOCEPHALUS,,,,12.1,WEB corpus,right_only
 SPECIES,CERNUUS,GYMNOCEPHALUS, GENUS,VTO ontology,is_a,13.8,WEB corpus,both
,FLUVIATILIS,GYMNOCEPHALUS,,,,9.44,WEB corpus,right_only
,PERCA,GYMNOCEPHALUS,,,,9.35,WEB corpus,right_only
,HALIPLIDAE,GYRINIDAE,,,,13.41,WEB corpus,right_only
,RUBRA,HALIOTIS,,,,13.99,WEB corpus,right_only
,CURCULIONIDAE,HALIPLIDAE,,,,13.41,WEB corpus,right_only
,KISUTCH,HARENGUS,,,,7.29,WEB corpus,right_only
,LINNAEUS,HARENGUS,,,,8.07,WEB corpus,right_only
,SALMO,HARENGUS,,,,11.3,WEB corpus,right_only
 SPECIES,MACRAEI,HATCHERIA, GENUS,VTO ontology,is_a,13.99,WEB corpus,both
 SPECIES,MARGINATUS,HEMIGRAMMUS, GENUS,VTO ontology,is_a,13.41,WEB corpus,both
,ANOMALA,HEMIMYSIS,,,,13.99,WEB corpus,right_only
,DIPTERA,HEMIPTERA,,,,10.3,WEB corpus,right_only
,HETEROPTERA,HEMIPTERA,,,,12.19,WEB corpus,right_only
 SPECIES,ODOE,HEPSETUS, GENUS,VTO ontology,is_a,13.99,WEB corpus,both
,HYMENOPTERA,HEPTAGENIIDAE,,,,11.3,WEB corpus,right_only
,PLECOPTERA,HEPTAGENIIDAE,,,,10.95,WEB corpus,right_only
,OLIVACEUS,HETEROCLITUS,,,,10.41,WEB corpus,right_only
,HYMENOPTERA,HETEROPTERA,,,,11.54,WEB corpus,right_only
 SPECIES,PLATESSOIDES,HIPPOGLOSSOIDES, GENUS,VTO ontology,is_a,13.99,WEB corpus,both
,VULGARIS,HIPPURIS,,,,13,WEB corpus,right_only
,CRUSTACEA,HIRUDINEA,,,,11.41,WEB corpus,right_only
,DIPTERA,HIRUDINEA,,,,11.04,WEB corpus,right_only
,HYMENOPTERA,HIRUDINEA,,,,10.91,WEB corpus,right_only
,MOLLUSCA,HIRUDINEA,,,,11.41,WEB corpus,right_only
,TABANIDAE,HIRUDINEA,,,,11.83,WEB corpus,right_only
,TRICHOPTERA,HIRUDINEA,,,,9.95,WEB corpus,right_only
,GIBBERUM,HOLOPEDIUM,,,,13.99,WEB corpus,right_only
,AMERICANUS,HOMARUS,,,,10.35,WEB corpus,right_only
,ORTHOPTERA,HOMOPTERA,,,,13.41,WEB corpus,right_only
 SPECIES,MALABARICUS,HOPLIAS, GENUS,VTO ontology,is_a,13.99,WEB corpus,both
,THYMALLUS,HUCHO,,,,9.31,WEB corpus,right_only
,CALANOIDA,HYDRACARINA,,,,13,WEB corpus,right_only
,COPEPODA,HYDRACARINA,,,,11.355,WEB corpus,right_only
,CYCLOPOIDA,HYDRACARINA,,,,13,WEB corpus,right_only
,HIRUDINEA,HYDRACARINA,,,,11.41,WEB corpus,right_only
,MEGALOPTERA,HYDRACARINA,,,,12.54,WEB corpus,right_only
,TABANIDAE,HYDRACARINA,,,,12.19,WEB corpus,right_only
,MYRIOPHYLLUM,HYDRILLA,,,,9.95,WEB corpus,right_only
,VERTICILLATA,HYDRILLA,,,,13.97,WEB corpus,right_only
 SPECIES,VITTATUS,HYDROCYNUS, GENUS,VTO ontology,is_a,13.67,WEB corpus,both
,DIPTERA,HYDROPHILIDAE,,,,11.24,WEB corpus,right_only
,NOTERIDAE,HYDROPHILIDAE,,,,13,WEB corpus,right_only
,COLEOPTERA,HYDROPSYCHIDAE,,,,11.83,WEB corpus,right_only
,DIPTERA,HYMENOPTERA,,,,10.35,WEB corpus,right_only
 SPECIES,NIGRICANS,HYPENTELIUM, GENUS,VTO ontology,is_a,13.99,WEB corpus,both
 SPECIES,MOLITRIX,HYPOPHTHALMICHTHYS, GENUS,VTO ontology,is_a,13.61,WEB corpus,both
 SPECIES,NOBILIS,HYPOPHTHALMICHTHYS, GENUS,VTO ontology,is_a,12.9,WEB corpus,both
,TRASKI,HYSTEROCARPUS,,,,13.99,WEB corpus,right_only
,CINYGMULA,ICHNEUMONIDAE,,,,13,WEB corpus,right_only
 SPECIES,FOSSOR,ICHTHYOMYZON, GENUS,VTO ontology,is_a,13.88,WEB corpus,both
 SPECIES,GAGEI,ICHTHYOMYZON, GENUS,VTO ontology,is_a,11.99,WEB corpus,both
,CENTRARCHIDAE,ICTALURIDAE,,,,13.41,WEB corpus,right_only
,SALMONIDAE,ICTALURIDAE,,,,9.87,WEB corpus,right_only
 SPECIES,FURCATUS,ICTALURUS, GENUS,VTO ontology,is_a,11.96,WEB corpus,both
,NATALIS,ICTALURUS,,,,9.88,WEB corpus,right_only
,OMISCOMAYCUS,ICTALURUS,,,,11.41,WEB corpus,right_only
,PERCINA,ICTALURUS,,,,11.19,WEB corpus,right_only
,PERCOPSIS,ICTALURUS,,,,11.41,WEB corpus,right_only
 SPECIES,PUNCTATUS,ICTALURUS, GENUS,VTO ontology,is_a,13.77,WEB corpus,both
 SPECIES,BUBALUS,ICTIOBUS, GENUS,VTO ontology,is_a,13.12,WEB corpus,both
 SPECIES,CYPRINELLUS,ICTIOBUS, GENUS,VTO ontology,is_a,13.62,WEB corpus,both
,MOLITRIX,IDELLUS,,,,11.09,WEB corpus,right_only
,AMPHIPODS,INSECT,,,,13.41,WEB corpus,right_only
,EPHEMEROPTERA,INSECTA,,,,11.09,WEB corpus,right_only
,COPEPODA,ISOPODA,,,,10.47,WEB corpus,right_only
,NEMATODA,ISOPODA,,,,10.47,WEB corpus,right_only
,SAPIDISSIMA,JAPONICA,,,,10.04,WEB corpus,right_only
,DAPHNIA,KERATELLA,,,,13,WEB corpus,right_only
