TAXRANK_target,target,TAXRANK_source,source,relations,hits,score,score.1,Hits,Score,_merge
,HIODON,,OSSEUS,PARENT-CHILD,2.0,12.83,12.83,2.0,12.83,right_only
,CHARACIFORMES,,OSTARIOPHYSI,PARENT-CHILD,1.0,13.0,13.0,1.0,13.0,right_only
,DORADIDAE,,OSTARIOPHYSI,PARENT-CHILD,1.0,13.0,13.0,1.0,13.0,right_only
,CYPINIDAE,,OSTEICHTHYES,PARENT-CHILD,1.0,12.68,12.68,1.0,12.68,right_only
,DORADIDAE,,OSTEICHTHYES,PARENT-CHILD,1.0,12.41,12.41,1.0,12.41,right_only
,SILURIFORMES,,OSTEICHTHYES,PARENT-CHILD,1.0,12.68,12.68,1.0,12.68,right_only
,CHIRONOMIDAE,,OSTRACODA,PARENT-CHILD,1.0,12.19,12.19,1.0,12.19,right_only
,SICYDIINAE,,PANNELLA,CHILD-PARENT,1.0,13.99,13.99,1.0,13.99,right_only
,DENTATIS,,PARALICHTHYS,PARENT-CHILD,1.0,13.99,13.99,1.0,13.99,right_only
,NANA,,PEDICULUS,CHILD-PARENT,1.0,13.0,13.0,1.0,13.0,right_only
,THRUCHA,,PERCICHTHYS,PARENT-CHILD,1.0,13.0,13.0,1.0,13.0,right_only
,SILURIDAE,,PETROMYZONTIDAE,PARENT-CHILD,1.0,13.0,13.0,1.0,13.0,right_only
,CARBOSINENSIS,,PHALACROCORAX,PARENT-CHILD,1.0,13.41,13.41,1.0,13.41,right_only
,ARUNDINACEA,,PHALAROIDES,CHILD-PARENT,1.0,13.99,13.99,1.0,13.99,right_only
,EOS,,PHOSINUS,CHILD-PARENT,1.0,13.41,13.41,1.0,13.41,right_only
,FLESUS,,PLATICHTYS,CHILD-PARENT,1.0,12.41,12.41,1.0,12.41,right_only
,TRICHOPTERA,,PLECOPTERA,PARENT-CHILD,4.0,12.29,12.29,4.0,12.29,right_only
,CERATOPHYLLUM,,PODOSTEMUM,PARENT-CHILD,3.0,13.99,13.99,3.0,13.99,right_only
,PERCIDAE,,POECILIIDAE,PARENT-CHILD,1.0,12.19,12.19,1.0,12.19,right_only
,PEDICULUS,,POLYPHEMUS,PARENT-CHILD,1.0,13.41,13.41,1.0,13.41,right_only
,PARTITUS,,POMACENTRUS,CHILD-PARENT,1.0,13.41,13.41,1.0,13.41,right_only
,ALBA,,POPULUS,PARENT-CHILD,1.0,13.41,13.41,1.0,13.41,right_only
,PLATANUS,,POPULUS,PARENT-CHILD,1.0,13.41,13.41,1.0,13.41,right_only
,ILLINOENSIS,,POTAMOGETON,PARENT-CHILD,2.0,13.19,13.19,2.0,13.19,right_only
,CLARKII,,PROCAMBARUS,PARENT-CHILD,9.0,13.41,13.41,9.0,13.41,right_only
,OSTEICHTHYES,,PROMELAS,PARENT-CHILD,1.0,13.99,13.99,1.0,13.99,right_only
,MAREANA,,PROTOTROCTES,PARENT-CHILD,5.0,13.99,13.99,5.0,13.99,right_only
,MAYLANDIA,,PSEUDOTROPHEUS,PARENT-CHILD,1.0,13.0,13.0,1.0,13.0,right_only
,ZEBRA,,PSEUDOTROPHEUS,PARENT-CHILD,2.0,13.41,13.41,2.0,13.41,right_only
,PERUGIA,,PUNCTATUM,PARENT-CHILD,3.0,13.41,13.41,3.0,13.41,right_only
,ETHEOSTOMA,,PUNCTULATUS,PARENT-CHILD,1.0,12.41,12.41,1.0,12.41,right_only
,SALMO,,PUNGITIUS,PARENT-CHILD,1.0,12.41,12.41,1.0,12.41,right_only
,PUNGITUS,,PYGOSTEUS,PARENT-CHILD,2.0,13.41,13.41,2.0,13.41,right_only
,ILEX,,QUERCUS,PARENT-CHILD,1.0,13.41,13.41,1.0,13.41,right_only
,POPULUS,,QUERCUS,PARENT-CHILD,1.0,13.41,13.41,1.0,13.41,right_only
,POECILIIDAE,,RETICULATA,PARENT-CHILD,1.0,13.0,13.0,1.0,13.0,right_only
,PROTOZOA,,ROTIFERA,PARENT-CHILD,1.0,13.41,13.41,1.0,13.41,right_only
,CENTRARCHIDAE,,RUPESTRIS,PARENT-CHILD,2.0,13.41,13.41,2.0,13.41,right_only
,RUTILIS,,RUTILIS,PARENT-CHILD,2.0,13.41,13.41,2.0,13.41,right_only
,PERCA,,RUTILUS,PARENT-CHILD,1.0,12.68,12.68,1.0,12.68,right_only
,LATIFOLIA,,SAGITTARIA,PARENT-CHILD,1.0,13.41,13.41,1.0,13.41,right_only
,ALNUS,,SALIX,PARENT-CHILD,1.0,13.99,13.99,1.0,13.99,right_only
,UMBRIDAE,,SALMONIDAE,PARENT-CHILD,3.0,12.33,12.33,3.0,12.33,right_only
,CARPIODES,,SALVELINUS,CHILD-PARENT,1.0,13.0,13.0,1.0,13.0,right_only
,CYPRINUS,,SALVELINUS,CHILD-PARENT,1.0,13.0,13.0,1.0,13.0,right_only
,MAXIMUS,,SCOPHTHALMUS,PARENT-CHILD,4.0,13.99,13.99,4.0,13.99,right_only
,KEITH,,SICYDIINAE,PARENT-CHILD,2.0,12.41,12.41,2.0,12.41,right_only
,SICYOPTERUS,,SICYDIINAE,PARENT-CHILD,1.0,13.41,13.41,1.0,13.41,right_only
,ANTILLARUM,,SICYDIUM,PARENT-CHILD,4.0,12.19,12.19,4.0,12.19,right_only
,AGENEIOSUS,,SILURIFORMES,PARENT-CHILD,1.0,12.68,12.68,1.0,12.68,right_only
,HEMISORUBIM,,SILURIFORMES,PARENT-CHILD,1.0,12.68,12.68,1.0,12.68,right_only
,MAGOI,,SILURIFORMES,PARENT-CHILD,1.0,12.68,12.68,1.0,12.68,right_only
,PLATYRHYNCHOS,,SILURIFORMES,PARENT-CHILD,1.0,12.68,12.68,1.0,12.68,right_only
,RUTILUS,,SOREX,CHILD-PARENT,1.0,12.19,12.19,1.0,12.19,right_only
,SYLVATICA,,SOREX,CHILD-PARENT,1.0,13.0,13.0,1.0,13.0,right_only
,ERECTUM,,SPARGANIUM,PARENT-CHILD,1.0,13.99,13.99,1.0,13.99,right_only
,MUGILIDAE,,SPARIDAE,PARENT-CHILD,1.0,13.99,13.99,1.0,13.99,right_only
,HYBOPSIS,,SPILOPTERA,PARENT-CHILD,1.0,13.0,13.0,1.0,13.0,right_only
,LUCIOPERCA,,STIZOSTEDION,PARENT-CHILD,44.0,13.36,13.36,44.0,13.36,right_only
,VITREUM,,STIZOSTEDION,PARENT-CHILD,16.0,12.62,12.62,16.0,12.62,right_only
,ANOMALUM,,STREAM,CHILD-PARENT,3.0,12.68,12.68,3.0,12.68,right_only
,CAMPOSTOMA,,STREAM,CHILD-PARENT,3.0,12.68,12.68,3.0,12.68,right_only
,GUIRDNERI,,SULMO,PARENT-CHILD,9.0,13.53,13.53,9.0,13.53,right_only
,MERIALUEILLA,,SUOMEN,PARENT-CHILD,1.0,13.99,13.99,1.0,13.99,right_only
,CYPRINIDAE,,TELEOSTEI,PARENT-CHILD,5.0,12.51,12.51,5.0,12.51,right_only
,SANDER,,TELEOSTEI,PARENT-CHILD,1.0,12.41,12.41,1.0,12.41,right_only
,VITREUS,,TELEOSTEI,PARENT-CHILD,1.0,12.41,12.41,1.0,12.41,right_only
,LEPIDOPTERA,,TETRIX,CHILD-PARENT,1.0,12.41,12.41,1.0,12.41,right_only
,CATOSTOMIDAE,,TEXANUS,PARENT-CHILD,1.0,13.0,13.0,1.0,13.0,right_only
,COLEOPTERA,,THYSANOPTERA,PARENT-CHILD,1.0,13.0,13.0,1.0,13.0,right_only
,NILOTICA,,TILAPIA,PARENT-CHILD,3.0,12.49,12.49,3.0,12.49,right_only
,LATIFOLIA,,TYPHA,PARENT-CHILD,1.0,13.41,13.41,1.0,13.41,right_only
,VULGARIS,,UTRICULARIA,CHILD-PARENT,1.0,12.68,12.68,1.0,12.68,right_only
,AMERICUNA,,VALLISNERIA,PARENT-CHILD,3.0,13.99,13.99,3.0,13.99,right_only
,CYPRINIFORMES,,VENUSTA,PARENT-CHILD,1.0,13.99,13.99,1.0,13.99,right_only
,BAY,,VICTORIA,PARENT-CHILD,1.0,12.41,12.41,1.0,12.41,right_only
,ISLAND,,VICTORIA,PARENT-CHILD,1.0,13.0,13.0,1.0,13.0,right_only
,HYBOPSIS,,WHIPPLEI,PARENT-CHILD,1.0,13.0,13.0,1.0,13.0,right_only
,CALLITRICHE,,ZANNICHELLIA,CHILD-PARENT,1.0,13.99,13.99,1.0,13.99,right_only
