TAXRANK_target,target,source,TAXRANK_source,relations,score.1,Hits,Score,data_source_y
,SAGITTARIA,POTAMOGETON,,,12.29,2.0,12.29,WEB corpus
,CLARKII,PROCAMBARUS,,,12.86,5.0,12.86,WEB corpus
,PHILOPOTAMIDAE,PSYCHOMYIIDAE,,,13.99,1.0,13.99,WEB corpus
,EIMEKEI,PTEROPHYLLUM,,,13.99,3.0,13.99,WEB corpus
,MORONE,PUNCTATUS,,,13.0,1.0,13.0,WEB corpus
,PUNGITIUS,PYGOSTEUS,,,11.83,7.0,11.83,WEB corpus
,PUNGITUS,PYGOSTEUS,,,11.83,1.0,11.83,WEB corpus
,PTYCHOCHEILUS,RECOVERY,,,12.68,1.0,12.68,WEB corpus
,POECILIIDAE,RETICULATA,,,12.68,1.0,12.68,WEB corpus
,MACULATUS,RETROPINNA,,,11.67,1.0,11.67,WEB corpus
,POLYCENTROPODIDAE,RHYACOPHILIDAE,,,13.41,1.0,13.41,WEB corpus
,PROTOZOA,ROTIFERA,,,13.99,1.0,13.99,WEB corpus
,GYRAULUS,ROUND,,,12.68,1.0,12.68,WEB corpus
,PHYSA,ROUND,,,12.68,1.0,12.68,WEB corpus
,STRAMINEUS,RUBELLUS,,,12.19,1.0,12.19,WEB corpus
,RUTILIS,RUTILIS,,,13.67,2.0,13.67,WEB corpus
,FOOD,RUTILUS,,,11.83,1.0,11.83,WEB corpus
,PLANT,RUTILUS,,,12.19,1.0,12.19,WEB corpus
,LATIFOLIA,SAGITTARIA,,,11.83,1.0,11.83,WEB corpus
,MYRIOPHYLLUM,SAGITTARIA,,,12.41,1.0,12.41,WEB corpus
,COREGONIDAE,SALMONIDAE,,,12.68,1.0,12.68,WEB corpus
,OSTEICHTHYES,SALMONIDAE,,,12.41,1.0,12.41,WEB corpus
,SALAR,SALMONIDAE,,,11.77,3.0,11.77,WEB corpus
,PARASITICA,SAPROLEGNIA,,,13.99,1.0,13.99,WEB corpus
,MORONE,SAXATILIS,,,13.41,1.0,13.41,WEB corpus
,FOOD,SCARDINIUS,,,11.83,1.0,11.83,WEB corpus
,PLANT,SCARDINIUS,,,12.19,1.0,12.19,WEB corpus
,TELEOSTEI,SCIAENIDAE,,,12.19,1.0,12.19,WEB corpus
,CERATOPOGONIDAE,SCIOMYZIDAE,,,13.41,1.0,13.41,WEB corpus
,CAREX,SCIRPUS,,,12.19,1.0,12.19,WEB corpus
,LACUSTRIS,SCIRPUS,,,11.83,2.0,11.83,WEB corpus
,MAXIMUS,SCOPHTHALMUS,,,13.99,25.0,13.99,WEB corpus
,COTTUS,SCORPAENIFORMES,,,13.41,1.0,13.41,WEB corpus
,EICHHORNIA,SERRASALMUS,,,13.99,1.0,13.99,WEB corpus
,CRYSTALLINA,SIDA,,,13.83,4.0,13.83,WEB corpus
,HOMOPTERA,SIMULIIDAE,,,12.19,1.0,12.19,WEB corpus
,HEPTAGENIIDAE,SIPHLONURIDAE,,,13.99,1.0,13.99,WEB corpus
,ERECTUM,SPARGANIUM,,,13.83,4.0,13.83,WEB corpus
,RANUNCULUS,SPARGANIUM,,,13.41,1.0,13.41,WEB corpus
,TELEOSTEI,SPARIDAE,,,12.19,1.0,12.19,WEB corpus
,ZONALE,SPECTABILE,,,12.19,1.0,12.19,WEB corpus
,ACULEATUS,STICKLEBACK,,,13.99,1.0,13.99,WEB corpus
,LUCIOPERCA,STIZOSTEDION,,,12.71,45.0,12.71,WEB corpus
,VITREUM,STIZOSTEDION,,,13.23,38.0,13.23,WEB corpus
,TURBELLARIA,TABANIDAE,,,13.41,1.0,13.41,WEB corpus
,LEUCTRIDAE,TAENIOPTERYGIDAE,,,13.41,1.0,13.41,WEB corpus
,CICHLIDAE,TELEOSTEI,,,13.0,3.0,13.0,WEB corpus
,CLARIIDAE,TELEOSTEI,,,11.54,1.0,11.54,WEB corpus
,CYPRINIDAE,TELEOSTEI,,,12.12,3.0,12.12,WEB corpus
,LETHRINIDAE,TELEOSTEI,,,11.67,1.0,11.67,WEB corpus
,EPHEMEROPTERA,TERRESTRIAL,,,13.41,1.0,13.41,WEB corpus
,NILOTICA,TILAPIA,,,12.09,2.0,12.09,WEB corpus
,HOMOPTERA,TIPULIDAE,,,12.41,1.0,12.41,WEB corpus
,HIODON,TRANSMONTANUS,,,12.68,1.0,12.68,WEB corpus
,PERCA,TRANSMONTANUS,,,11.99,1.0,11.99,WEB corpus
,DIPLOSTOMATIDAE,TREMATODA,,,11.99,1.0,11.99,WEB corpus
,DIPTERA,TRICHOPTERA,,,11.9,4.0,11.9,WEB corpus
,EPHEMEROPTERA,TRICHOPTERA,,,12.45,7.0,12.45,WEB corpus
,HYDROPSYCHE,TRICHOPTERA,,,11.64,2.0,11.64,WEB corpus
,CLUPEIDAE,TRIDENTATUS,,,13.41,1.0,13.41,WEB corpus
,DIPTERA,TROUT,,,11.67,1.0,11.67,WEB corpus
,LEPIDOPTERA,TROUT,,,11.67,1.0,11.67,WEB corpus
,COULTERII,TSHAWYTSCHA,,,11.67,1.0,11.67,WEB corpus
,OSTRACODA,TURBELLARIA,,,13.0,1.0,13.0,WEB corpus
,CYPERUS,TYPHA,,,13.41,1.0,13.41,WEB corpus
,LATIFOLIA,TYPHA,,,13.62,5.0,13.62,WEB corpus
,PHRAGMITES,TYPHA,,,11.99,1.0,11.99,WEB corpus
,VULGARIS,UTRICULARIA,,,13.0,1.0,13.0,WEB corpus
,NOTONECTIDAE,VELIIDAE,,,13.99,1.0,13.99,WEB corpus
,HAPLOCHROMINE,VICTORIA,,,11.99,1.0,11.99,WEB corpus
,NYANZA,VICTORIA,,,11.99,1.0,11.99,WEB corpus
,VICTORIA,VICTORIA,,,13.54,4.0,13.54,WEB corpus
,EMILIAE,VOLUCELLUS,,,13.0,1.0,13.0,WEB corpus
,CHAOBORUS,VOLUME,,,13.99,1.0,13.99,WEB corpus
,LAVARETUS,WHITEFISH,,,11.83,1.0,11.83,WEB corpus
,GASTEROSTEUS,ZOOPLANKTIVORE,,,13.99,1.0,13.99,WEB corpus
