TAXRANK_target,target,source,TAXRANK_source,data_source_x,relations,score.1,data_source_y,_merge
 SPECIES,THYMALLUS,THYMALLUS, GENUS,VTO ontology,is_a,10.505,WEB corpus,both
 SPECIES,NIPPONENSIS,HYPOMESUS, GENUS,VTO ontology,is_a,12.79,WEB corpus,both
 SPECIES,TRANSPACIFICUS,HYPOMESUS, GENUS,VTO ontology,is_a,12.79,WEB corpus,both
 SPECIES,ALTIVELIS,PLECOGLOSSUS, GENUS,VTO ontology,is_a,13.92,WEB corpus,both
 SPECIES,VILLOSUS,MALLOTUS, GENUS,VTO ontology,is_a,13.88,WEB corpus,both
 SPECIES,THALEICHTHYS,SPIRINCHUS, GENUS,VTO ontology,is_a,13.86,WEB corpus,both
 SPECIES,PACIFICUS,THALEICHTHYS, GENUS,VTO ontology,is_a,13.69,WEB corpus,both
 SPECIES,MORDAX,OSMERUS, GENUS,VTO ontology,is_a,13.28,WEB corpus,both
 SPECIES,EPERLANUS,OSMERUS, GENUS,VTO ontology,is_a,13.31,WEB corpus,both
 SPECIES,MACULATUS,GALAXIAS, GENUS,VTO ontology,is_a,11.72,WEB corpus,both
 SPECIES,BREVIPINNIS,GALAXIAS, GENUS,VTO ontology,is_a,11.28,WEB corpus,both
 SPECIES,OLIDUS,GALAXIAS, GENUS,VTO ontology,is_a,13.26,WEB corpus,both
 SPECIES,STURIO,ACIPENSER, GENUS,VTO ontology,is_a,12.79,WEB corpus,both
 SPECIES,TRANSMONTANUS,ACIPENSER, GENUS,VTO ontology,is_a,12.73,WEB corpus,both
 SPECIES,MEDIROSTRIS,ACIPENSER, GENUS,VTO ontology,is_a,12.4,WEB corpus,both
 SPECIES,FULVESCENS,ACIPENSER, GENUS,VTO ontology,is_a,11.43,WEB corpus,both
 SPECIES,FOSSOR,ICHTHYOMYZON, GENUS,VTO ontology,is_a,13.06,WEB corpus,both
 SPECIES,UNICUSPIS,ICHTHYOMYZON, GENUS,VTO ontology,is_a,12.79,WEB corpus,both
 SPECIES,MARINUS,PETROMYZON, GENUS,VTO ontology,is_a,13.95,WEB corpus,both
 SPECIES,TRIDENTATA,LAMPETRA, GENUS,VTO ontology,is_a,10.09,WEB corpus,both
 SPECIES,APPENDIX,LAMPETRA, GENUS,VTO ontology,is_a,9.94,WEB corpus,both
 SPECIES,RICHARDSONI,LAMPETRA, GENUS,VTO ontology,is_a,8.99,WEB corpus,both
 SPECIES,FLUVIATILIS,LAMPETRA, GENUS,VTO ontology,is_a,12.6,WEB corpus,both
 SPECIES,PLANERI,LAMPETRA, GENUS,VTO ontology,is_a,12.49,WEB corpus,both
 SPECIES,SUTTONORUM,PANAQUE, GENUS,VTO ontology,is_a,13.99,WEB corpus,both
 SPECIES,URANOSCOPUS,AMPHILIUS, GENUS,VTO ontology,is_a,13.67,WEB corpus,both
 SPECIES,CEPHALUS,LEUCISCUS, GENUS,VTO ontology,is_a,13.36,WEB corpus,both
 SPECIES,PALLASI,CLUPEA, GENUS,VTO ontology,is_a,10.51,WEB corpus,both
 SPECIES,CHALCOGRAMMA,THERAGRA, GENUS,VTO ontology,is_a,13.99,WEB corpus,both
 SPECIES,MAXIMA,PSETTA, GENUS,VTO ontology,is_a,13.77,WEB corpus,both
 SPECIES,STRUMOSUS,GOBIESOX, GENUS,VTO ontology,is_a,13.99,WEB corpus,both
 SPECIES,QUADRICORNIS,MYOXOCEPHALUS, GENUS,VTO ontology,is_a,11.25,WEB corpus,both
 SPECIES,GULOSUS,LEPOMIS, GENUS,VTO ontology,is_a,9.87,WEB corpus,both
 SPECIES,AURATUS,PAGRUS, GENUS,VTO ontology,is_a,11.71,WEB corpus,both
 SPECIES,AGUABONITA,ONCORHYNCHUS, GENUS,VTO ontology,is_a,7.88,WEB corpus,both
,CERNUA,ACERINA,,,,13.34,WEB corpus,right_only
,HARPAE,ACROPERUS,,,,13.99,WEB corpus,right_only
,AEGYPTI,AEDES,,,,13.51,WEB corpus,right_only
,SALMONICIDA,AEROMONAS,,,,13.61,WEB corpus,right_only
,HETERODON,ALASMIDONTA,,,,13.32,WEB corpus,right_only
,CRASSUS,ANGUILLICOLA,,,,13.34,WEB corpus,right_only
,JORDANI,ANOPTICHTHYS,,,,13.64,WEB corpus,right_only
,GRACILIS,APATEMON,,,,13.67,WEB corpus,right_only
,MELANOSTOMA,APOLLONIA,,,,13.73,WEB corpus,right_only
,AQUATICUS,ASELLUS,,,,13.99,WEB corpus,right_only
,INDET,AUCHENORRHYNCHA,,,,9.24,WEB corpus,right_only
,NAUPLIUS,BALANUS,,,,13.96,WEB corpus,right_only
,SHARPEYI,BARBUS,,,,12.21,WEB corpus,right_only
,CHYDORUS,BOSMINA,,,,11.99,WEB corpus,right_only
,LONGIROSTRIS,BOSMINA,,,,13.23,WEB corpus,right_only
,INDET,BRYOZOA,,,,9.24,WEB corpus,right_only
,CALAMITA,BUFO,,,,13.77,WEB corpus,right_only
,LONGIMANUS,BYTHOTREPHES,,,,13.67,WEB corpus,right_only
,SAPIDUS,CALLINECTES,,,,13.99,WEB corpus,right_only
,SALVELINI,CAPILLARIA,,,,12.23,WEB corpus,right_only
,COMMERSONI,CATOSTOMUS,,,,12.94,WEB corpus,right_only
,DEMERSUM,CERATOPHYLLUM,,,,13.85,WEB corpus,right_only
,INDET,CERATOPOGONIDAE,,,,9.23,WEB corpus,right_only
,PENGOI,CERCOPAGIS,,,,13.99,WEB corpus,right_only
,CERNUA,CERNUUS,,,,11.94,WEB corpus,right_only
,TOMENTOSA,CHARA,,,,13.06,WEB corpus,right_only
,INDET,CHIRONOMIDAE,,,,9.17,WEB corpus,right_only
,INDET,CHIRONOMINAE,,,,9.24,WEB corpus,right_only
,INDET,CHIRONOMINI,,,,9.24,WEB corpus,right_only
,PLUMOSUS,CHIRONOMUS,,,,12.88,WEB corpus,right_only
,TRUTTAE,CHLOROMYXUM,,,,12.03,WEB corpus,right_only
,TOXOSTOMA,CHONDROSTOMA,,,,12.19,WEB corpus,right_only
,INDET,CHRYSOMELIDAE,,,,9.23,WEB corpus,right_only
,AURATUS,CHRYSOPHRYS,,,,11.23,WEB corpus,right_only
,SPHAERICUS,CHYDORUS,,,,13.89,WEB corpus,right_only
,INDET,CLADOCERA,,,,10.2,WEB corpus,right_only
,MARGINATUM,CLINOSTOMUM,,,,13.33,WEB corpus,right_only
,SINENSIS,CLONORCHIS,,,,13.23,WEB corpus,right_only
,INDET,COLEOPTERA,,,,9.17,WEB corpus,right_only
,INDET,COPEPODA,,,,9.24,WEB corpus,right_only
,ARTEDII,COREGONUS,,,,9.93,WEB corpus,right_only
,VOLUTATOR,COROPHIUM,,,,13.99,WEB corpus,right_only
,BAIRDI,COTTUS,,,,11.68,WEB corpus,right_only
,INDET,CRANGONYCTIDAE,,,,9.24,WEB corpus,right_only
,VIRGINICA,CRASSOSTREA,,,,13.67,WEB corpus,right_only
,FARIONIS,CREPIDOSTOMUM,,,,13.51,WEB corpus,right_only
,FLUVIATILIS,CYPRINIDAE,,,,12.93,WEB corpus,right_only
,LUCIUS,CYPRINIDAE,,,,12.93,WEB corpus,right_only
,PERCA,CYPRINIDAE,,,,12.91,WEB corpus,right_only
,HYALINA,DAPHNIA,,,,11.56,WEB corpus,right_only
,LONGISPINA,DAPHNIA,,,,11.81,WEB corpus,right_only
,MAGNA,DAPHNIA,,,,12.9,WEB corpus,right_only
,PULEX,DAPHNIA,,,,11.25,WEB corpus,right_only
,DENDRITICUM,DIPHYLLOBOTHRIUM,,,,13.28,WEB corpus,right_only
,LATUM,DIPHYLLOBOTHRIUM,,,,12.86,WEB corpus,right_only
,INDET,DIPTERA,,,,9.16,WEB corpus,right_only
,BUGENSIS,DREISSENA,,,,11.93,WEB corpus,right_only
,POLYMORPHA,DREISSENA,,,,13.84,WEB corpus,right_only
,MELANOGASTER,DROSOPHILA,,,,13.86,WEB corpus,right_only
,DISPAR,ECDYONURUS,,,,13.41,WEB corpus,right_only
,SPHACELATA,ELEOCHARIS,,,,13.54,WEB corpus,right_only
,COMPLANATA,ELLIPTIO,,,,13.41,WEB corpus,right_only
,CANADENSIS,ELODEA,,,,13.25,WEB corpus,right_only
,NUTTALLII,ELODEA,,,,12.6,WEB corpus,right_only
,INDET,ENCHYTRAEIDAE,,,,9.24,WEB corpus,right_only
,TRIDENTATUS,ENTOSPHENUS,,,,13.51,WEB corpus,right_only
,DRIFTWOODENSIS,EOSALMO,,,,13.99,WEB corpus,right_only
,INDET,EPHEMEROPTERA,,,,9.24,WEB corpus,right_only
,SINENSIS,ERIOCHEIR,,,,13.23,WEB corpus,right_only
,CRASSUM,EUBOTHRIUM,,,,13.58,WEB corpus,right_only
,SALVELINI,EUBOTHRIUM,,,,12.95,WEB corpus,right_only
,AURINIA,EUPHYDRYAS,,,,13.99,WEB corpus,right_only
,LAMELLATUS,EURYCERCUS,,,,13.94,WEB corpus,right_only
,SYLVATICA,FAGUS,,,,13.99,WEB corpus,right_only
,RESOURCES,FISHERIES,,,,12.84,WEB corpus,right_only
,COLUMNARE,FLAVOBACTERIUM,,,,13.97,WEB corpus,right_only
,AFFINIS,GAMBUSA,,,,13.23,WEB corpus,right_only
,HOLBROOKI,GAMBUSIA,,,,13.09,WEB corpus,right_only
,LACUSTRIS,GAMMARUS,,,,12.84,WEB corpus,right_only
,PULEX,GAMMARUS,,,,12.88,WEB corpus,right_only
,INDET,GASTROPODA,,,,9.18,WEB corpus,right_only
,NEMATODA,GASTROPODA,,,,13.19,WEB corpus,right_only
,BOSCI,GOBIOSOMA,,,,13.59,WEB corpus,right_only
,TESTUDINARIA,GRAPTOLEBERIS,,,,13.99,WEB corpus,right_only
,PORTENTOSA,GROMPHADORHINA,,,,13.99,WEB corpus,right_only
,CERNUA,GYMNOCEPHALUS,,,,12.06,WEB corpus,right_only
,SALARIS,GYRODACTYLUS,,,,13.8,WEB corpus,right_only
,INDET,HELOBDELLA,,,,9.24,WEB corpus,right_only
,ANOMALA,HEMIMYSIS,,,,13.86,WEB corpus,right_only
,SALMINICOLA,HENNEGUYA,,,,13.99,WEB corpus,right_only
,INDET,HEPTAGENIIDAE,,,,9.23,WEB corpus,right_only
,ANGUILLAE,HERPESVIRUS,,,,13.35,WEB corpus,right_only
,INDET,HEXAGENIA,,,,9.24,WEB corpus,right_only
,GIBBERUM,HOLOPEDIUM,,,,13.99,WEB corpus,right_only
,VERTICILLATA,HYDRILLA,,,,13.97,WEB corpus,right_only
,INDET,HYDROPTILIDAE,,,,9.23,WEB corpus,right_only
,MELA,ICTALURUS,,,,12.9,WEB corpus,right_only
,NEBULOSUS,ICTALURUS,,,,11.82,WEB corpus,right_only
,INDET,INSECTA,,,,9.23,WEB corpus,right_only
,COCHLEARIS,KERATELLA,,,,13.58,WEB corpus,right_only
,DECORATA,LASMIGONA,,,,13.77,WEB corpus,right_only
,SYMMETRICUS,LAVINIA,,,,12.86,WEB corpus,right_only
,SALMONIS,LEPEOPHTHEIRUS,,,,13.99,WEB corpus,right_only
,INDET,LEPTOCERIDAE,,,,9.24,WEB corpus,right_only
,ASPIUS,LEUCISCUS,,,,10.24,WEB corpus,right_only
,INDET,LIMBATA,,,,9.24,WEB corpus,right_only
,INDET,LIMNODRILUS,,,,9.24,WEB corpus,right_only
,VANNAMEI,LITOPENAEUS,,,,13.07,WEB corpus,right_only
,INDET,LUMBRICULIDAE,,,,9.24,WEB corpus,right_only
,PEREGRA,LYMNAEA,,,,13.41,WEB corpus,right_only
,INDET,LYMNAEIDAE,,,,9.24,WEB corpus,right_only
,BALTHICA,MACOMA,,,,13.99,WEB corpus,right_only
,ROSENBERGII,MACROBRACHIUM,,,,13.67,WEB corpus,right_only
,MARGARITIFERA,MARGARITIFERA,,,,13.94,WEB corpus,right_only
,TUBERCULATA,MELANOIDES,,,,13.83,WEB corpus,right_only
,MERCENARIA,MERCENARIA,,,,13.99,WEB corpus,right_only
,EDAX,MESOCYCLOPS,,,,13.32,WEB corpus,right_only
,DOLOMIEUI,MICROPTERUS,,,,12.41,WEB corpus,right_only
,NORVEGICA,MICROSETELLA,,,,13.77,WEB corpus,right_only
,NEMATODA,MOLLUSCA,,,,12.49,WEB corpus,right_only
,GYRODACTYLIDAE,MONOGENEA,,,,13.79,WEB corpus,right_only
,THOMPSONI,MYOXOCEPHALUS,,,,11.7,WEB corpus,right_only
,SPICATUM,MYRIOPHYLLUM,,,,13.75,WEB corpus,right_only
,VARIIFOLIUM,MYRIOPHYLLUM,,,,11.48,WEB corpus,right_only
,DILUVIANA,MYSIS,,,,13.24,WEB corpus,right_only
,RELICTA,MYSIS,,,,13.24,WEB corpus,right_only
,EDULIS,MYTILUS,,,,13.55,WEB corpus,right_only
,TRUTTAE,MYXIDIUM,,,,12.03,WEB corpus,right_only
,ARCTICUS,MYXOBOLUS,,,,10.73,WEB corpus,right_only
,INDET,NAIDIDAE,,,,9.24,WEB corpus,right_only
,INDET,NAIDINAE,,,,9.24,WEB corpus,right_only
,INDET,NEMATA,,,,9.24,WEB corpus,right_only
,LUTEA,NUPHAR,,,,13.46,WEB corpus,right_only
,INDET,OLIGOCHAETA,,,,9.2,WEB corpus,right_only
,MYKISS,ONCHORHYNCHUS,,,,9.64,WEB corpus,right_only
,CLARKI,ONCORHYNCHUS,,,,9.48,WEB corpus,right_only
,RHODURUS,ONCORHYNCHUS,,,,7.15,WEB corpus,right_only
,MYKISS,ONCORHYNCUS,,,,7.83,WEB corpus,right_only
,LIMOSUS,ORCONECTES,,,,12.03,WEB corpus,right_only
,PROPINQUUS,ORCONECTES,,,,12.64,WEB corpus,right_only
,RUSTICUS,ORCONECTES,,,,12.41,WEB corpus,right_only
,AUREA,OREOCHROMIS,,,,11.34,WEB corpus,right_only
,INDET,ORIBATIDA,,,,9.24,WEB corpus,right_only
,INDET,ORTHOCLADIINAE,,,,10.21,WEB corpus,right_only
,INDET,OSTRACODA,,,,9.23,WEB corpus,right_only
,INDET,OXIDAE,,,,9.24,WEB corpus,right_only
,LENIUSCULUS,PACIFASTACUS,,,,13.91,WEB corpus,right_only
,MINIBICORNIS,PARVICAPSULA,,,,13.99,WEB corpus,right_only
,CORVENTUM,PEARSONELLUM,,,,13.99,WEB corpus,right_only
,INDET,PENTANEURINI,,,,9.24,WEB corpus,right_only
,FLAVECENS,PERCA,,,,8.38,WEB corpus,right_only
,FLUVIATILIS,PETROMYZON,,,,7.34,WEB corpus,right_only
,ONCORHYNCHI,PHILONEMA,,,,13.99,WEB corpus,right_only
,AUSTRALIS,PHRAGMITES,,,,11.64,WEB corpus,right_only
,CONOSTOMUM,PHYLLODISTOMUM,,,,13.34,WEB corpus,right_only
,CONICA,PIRENELLA,,,,13.86,WEB corpus,right_only
,GEOMETRA,PISCICOLA,,,,13.99,WEB corpus,right_only
,INDET,PISIDIIDAE,,,,9.24,WEB corpus,right_only
,INDET,PLANORBIDAE,,,,9.23,WEB corpus,right_only
,INDET,PLATYHELMINTHES,,,,9.21,WEB corpus,right_only
,INDET,PLECOPTERA,,,,9.24,WEB corpus,right_only
,AMERICANUS,PLEURONECTES,,,,11.61,WEB corpus,right_only
,AMURENSIS,POTAMOCORBULA,,,,13.51,WEB corpus,right_only
,PECTINATUS,POTAMOGETON,,,,13.01,WEB corpus,right_only
,ANTIPODARUM,POTAMOPYRGUS,,,,13.99,WEB corpus,right_only
,CLARKII,PROCAMBARUS,,,,12.68,WEB corpus,right_only
,COULTERI,PROSOPIUM,,,,11.96,WEB corpus,right_only
,MINUTUS,PSEUDOCALANUS,,,,12.46,WEB corpus,right_only
,PUNGITIUS,PYGOSTEUS,,,,11.85,WEB corpus,right_only
,FLUITANTIS,RANUNCULION,,,,13.99,WEB corpus,right_only
,ORYZAE,RHIZOPUS,,,,13.83,WEB corpus,right_only
,PONTICUM,RHODODENDRON,,,,13.99,WEB corpus,right_only
,CEREVISIAE,SACCHAROMYCES,,,,13.99,WEB corpus,right_only
,TRUTTA,SALAR,,,,8.58,WEB corpus,right_only
,EDWARDSII,SALMINCOLA,,,,13.41,WEB corpus,right_only
,CLARKI,SALMO,,,,7.01,WEB corpus,right_only
,FARIO,SALMO,,,,7.04,WEB corpus,right_only
,GAIRDNERI,SALMO,,,,11.45,WEB corpus,right_only
,IRIDEUS,SALMO,,,,6.55,WEB corpus,right_only
,SALVELINUS,SALMO,,,,5.395,WEB corpus,right_only
,WILLUGHBII,SALVELINUS,,,,7.71,WEB corpus,right_only
,SOLIDUS,SCHISTOCEPHALUS,,,,13.99,WEB corpus,right_only
,MAXIMUS,SCOPHTHALMUS,,,,13.91,WEB corpus,right_only
,TRUTTAE,SPHAEROSPORA,,,,12.94,WEB corpus,right_only
,INERMIS,SPINITECTUS,,,,13.47,WEB corpus,right_only
,INDET,STAGNALIS,,,,10.21,WEB corpus,right_only
,LUCIOPERCA,STIZOSTEDION,,,,12.69,WEB corpus,right_only
,VITREUM,STIZOSTEDION,,,,13.21,WEB corpus,right_only
,BENTINCKI,STRANGOMERA,,,,13.9,WEB corpus,right_only
,INDET,TABANIDAE,,,,9.23,WEB corpus,right_only
,INDET,TAENIOPTERYGIDAE,,,,9.24,WEB corpus,right_only
,INDET,TANYPODINAE,,,,9.24,WEB corpus,right_only
,INDET,TANYTARSINI,,,,9.24,WEB corpus,right_only
,SALMONIDAE,THYMALLUS,,,,9.75,WEB corpus,right_only
,INDET,TIPULIDAE,,,,9.23,WEB corpus,right_only
,MONOGENEA,TREMATODA,,,,13.0,WEB corpus,right_only
,INDET,TRICARINATA,,,,9.24,WEB corpus,right_only
,INDET,TRICHOPTERA,,,,9.18,WEB corpus,right_only
,MYRIOPHYLLUM,TRIGLOCHIN,,,,12.46,WEB corpus,right_only
,PROCERA,TRIGLOCHIN,,,,13.54,WEB corpus,right_only
,IRIDEA,TROTA,,,,13.99,WEB corpus,right_only
,TUBIFEX,TUBIFEX,,,,13.41,WEB corpus,right_only
,INDET,TUBIFICINAE,,,,9.24,WEB corpus,right_only
,LATIFOLIA,TYPHA,,,,13.51,WEB corpus,right_only
,INDET,UDEKEMIANUS,,,,9.24,WEB corpus,right_only
,INDET,UENOIDAE,,,,9.24,WEB corpus,right_only
,INDET,VALVATA,,,,9.22,WEB corpus,right_only
,GEORGIANUS,VIVIPARUS,,,,13.99,WEB corpus,right_only
,MARINA,ZOSTERA,,,,13.63,WEB corpus,right_only
,ATLANTIC,[NUMBER],,,,11.34,WEB corpus,right_only
,GYRODACTYLIDAE,[NUMBER],,,,12.45,WEB corpus,right_only
,SALMO,[NUMBER],,,,11.35,WEB corpus,right_only
,SALMON,[NUMBER],,,,11.3,WEB corpus,right_only
