name,TAXRANK,is_a
 Uranoscopus archionema,6.0, Uranoscopus
 Uranoscopus scaber,6.0, Uranoscopus
 Uranoscopus oligolepis,6.0, Uranoscopus
 Kurtidae,4.0, Perciformes
 Kurtus,5.0, Kurtidae
 Kurtus gulliveri,6.0, Kurtus
 Gobiesocidae,4.0, Gobiesociformes
 Gouania,5.0, Gobiesocidae
 Gouania willdenowi,6.0, Gouania
 Lepadogaster,5.0, Gobiesocidae
 Lepadogaster lepadogaster,6.0, Lepadogaster
 Lepadogaster purpurea,6.0, Lepadogaster
 Discotrema,5.0, Gobiesocidae
 Discotrema monogrammum,6.0, Discotrema
 Acyrtops,5.0, Gobiesocidae
 Acyrtops beryllinus,6.0, Acyrtops
 Tomicodon,5.0, Gobiesocidae
 Tomicodon briggsi,6.0, Tomicodon
 Tomicodon reitzae,6.0, Tomicodon
 Tomicodon humeralis,6.0, Tomicodon
 Tomicodon lavettsmithi,6.0, Tomicodon
 Tomicodon myersi,6.0, Tomicodon
 Tomicodon zebra,6.0, Tomicodon
 Arcos,5.0, Gobiesocidae
 Aspasma,5.0, Gobiesocidae
 Aspasma minima,6.0, Aspasma
 Apletodon,5.0, Gobiesocidae
 Apletodon incognitus,6.0, Apletodon
 Apletodon dentatus,6.0, Apletodon
 Chorisochismus,5.0, Gobiesocidae
 Chorisochismus dentex,6.0, Chorisochismus
 Opeatogenys,5.0, Gobiesocidae
 Opeatogenys gracilis,6.0, Opeatogenys
 Diplecogaster,5.0, Gobiesocidae
 Diplecogaster bimaculata,6.0, Diplecogaster
 Diademichthys,5.0, Gobiesocidae
 Diademichthys lineatus,6.0, Diademichthys
 Acyrtus,5.0, Gobiesocidae
 Gobiesox,5.0, Gobiesocidae
 Gobiesox pinniger,6.0, Gobiesox
 Gobiesox rhessodon,6.0, Gobiesox
 Gobiesox juradoensis,6.0, Gobiesox
 Gobiesox barbatulus,6.0, Gobiesox
 Gobiesox marmoratus,6.0, Gobiesox
 Gobiesox maeandricus,6.0, Gobiesox
 Rimicola,5.0, Gobiesocidae
 Rimicola muscarum,6.0, Rimicola
 Bramidae,4.0, Perciformes
 Taractichthys,5.0, Bramidae
 Taractichthys longipinnis,6.0, Taractichthys
 Taractichthys steindachneri,6.0, Taractichthys
 Brama,5.0, Bramidae
 Brama australis,6.0, Brama
 Brama brama,6.0, Brama
 Brama orcini,6.0, Brama
 Brama japonica,6.0, Brama
 Pterycombus,5.0, Bramidae
 Pterycombus brama,6.0, Pterycombus
 Pterycombus petersii,6.0, Pterycombus
 Xenobrama,5.0, Bramidae
 Xenobrama microlepis,6.0, Xenobrama
 Taractes,5.0, Bramidae
 Taractes asper,6.0, Taractes
 Taractes rubescens,6.0, Taractes
 Lateolabracidae,4.0, Perciformes
 Lateolabrax,5.0, Lateolabracidae
 Lateolabrax japonicus,6.0, Lateolabrax
 Lateolabrax latus,6.0, Lateolabrax
 Haemulidae,4.0, Perciformes
 Parapristipoma,5.0, Haemulidae
 Parapristipoma trilineatum,6.0, Parapristipoma
 Parapristipoma octolineatum,6.0, Parapristipoma
 Isacia,5.0, Haemulidae
 Isacia conceptionis,6.0, Isacia
 Haemulopsis,5.0, Haemulidae
 Haemulopsis nitidus,6.0, Haemulopsis
 Haemulopsis axillaris,6.0, Haemulopsis
 Haemulopsis leuciscus,6.0, Haemulopsis
 Haemulopsis elongatus,6.0, Haemulopsis
 Anisotremus,5.0, Haemulidae
 Anisotremus moricandi,6.0, Anisotremus
 Anisotremus interruptus,6.0, Anisotremus
 Anisotremus scapularis,6.0, Anisotremus
 Anisotremus virginicus,6.0, Anisotremus
 Anisotremus taeniatus,6.0, Anisotremus
 Anisotremus surinamensis,6.0, Anisotremus
 Anisotremus davidsonii,6.0, Anisotremus
 Anisotremus caesius,6.0, Anisotremus
 Genyatremus,5.0, Haemulidae
 Genyatremus luteus,6.0, Genyatremus
 Hapalogenys,5.0, Hapalogenyidae
 Hapalogenys kishinouyei,6.0, Hapalogenys
 Hapalogenys nigripinnis,6.0, Hapalogenys
 Hapalogenys analis,6.0, Hapalogenys
 Emmelichthyops,5.0, Inermiidae
 Emmelichthyops atlanticus,6.0, Emmelichthyops
 Diagramma,5.0, Haemulidae
 Diagramma picta,6.0, Diagramma
 Diagramma centurio,6.0, Diagramma
 Diagramma labiosum,6.0, Diagramma
 Plectorhinchus,5.0, Haemulidae
 Plectorhinchus chaetodonoides,6.0, Plectorhinchus
 Plectorhinchus picus,6.0, Plectorhinchus
 Plectorhinchus playfairi,6.0, Plectorhinchus
 Plectorhinchus chubbi,6.0, Plectorhinchus
 Plectorhinchus macrolepis,6.0, Plectorhinchus
 Plectorhinchus polytaenia,6.0, Plectorhinchus
 Plectorhinchus schotaf,6.0, Plectorhinchus
 Plectorhinchus chrysotaenia,6.0, Plectorhinchus
 Plectorhinchus nigrus,6.0, Plectorhinchus
 Plectorhinchus lineatus,6.0, Plectorhinchus
 Plectorhinchus cinctus,6.0, Plectorhinchus
 Plectorhinchus pictus,6.0, Plectorhinchus
 Plectorhinchus diagrammus,6.0, Plectorhinchus
 Plectorhinchus mediterraneus,6.0, Plectorhinchus
 Plectorhinchus plagiodesmus,6.0, Plectorhinchus
 Plectorhinchus lessonii,6.0, Plectorhinchus
 Plectorhinchus albovittatus,6.0, Plectorhinchus
 Plectorhinchus vittatus,6.0, Plectorhinchus
 Plectorhinchus sordidus,6.0, Plectorhinchus
 Plectorhinchus gibbosus,6.0, Plectorhinchus
 Plectorhinchus flavomaculatus,6.0, Plectorhinchus
 Plectorhinchus gaterinus,6.0, Plectorhinchus
 Orthopristis,5.0, Haemulidae
 Orthopristis ruber,6.0, Orthopristis
 Orthopristis reddingi,6.0, Orthopristis
 Orthopristis chalceus,6.0, Orthopristis
 Orthopristis chrysoptera,6.0, Orthopristis
 Xenichthys,5.0, Haemulidae
 Xenichthys xanti,6.0, Xenichthys
 Haemulon,5.0, Haemulidae
 Haemulon maculicauda,6.0, Haemulon
 Haemulon macrostomum,6.0, Haemulon
 Haemulon flaviguttatum,6.0, Haemulon
 Haemulon chrysargyreum,6.0, Haemulon
 Haemulon steindachneri,6.0, Haemulon
 Haemulon squamipinna,6.0, Haemulon
 Haemulon sexfasciatum,6.0, Haemulon
 Haemulon scudderii,6.0, Haemulon
 Haemulon melanurum,6.0, Haemulon
 Haemulon plumierii,6.0, Haemulon
 Haemulon striatum,6.0, Haemulon
 Haemulon sciurus,6.0, Haemulon
 Haemulon flavolineatum,6.0, Haemulon
 Haemulon aurolineatum,6.0, Haemulon
 Haemulon parra,6.0, Haemulon
 Haemulon album,6.0, Haemulon
 Haemulon bonariense,6.0, Haemulon
 Haemulon boschmae,6.0, Haemulon
 Haemulon carbonarium,6.0, Haemulon
 Brachydeuterus,5.0, Haemulidae
 Brachydeuterus auritus,6.0, Brachydeuterus
 Conodon,5.0, Haemulidae
 Conodon nobilis,6.0, Conodon
 Conodon serrifer,6.0, Conodon
 Pomadasys,5.0, Haemulidae
 Pomadasys olivaceus,6.0, Pomadasys
 Pomadasys kaakan,6.0, Pomadasys
 Pomadasys hasta,6.0, Pomadasys
 Pomadasys furcatus,6.0, Pomadasys
 Pomadasys commersonnii,6.0, Pomadasys
 Pomadasys crocro,6.0, Pomadasys
 Pomadasys perotaei,6.0, Pomadasys
 Pomadasys macracanthus,6.0, Pomadasys
 Pomadasys corvinaeformis,6.0, Pomadasys
 Pomadasys argenteus,6.0, Pomadasys
 Pomadasys stridens,6.0, Pomadasys
 Pomadasys striatus,6.0, Pomadasys
 Pomadasys branickii,6.0, Pomadasys
 Pomadasys argyreus,6.0, Pomadasys
 Pomadasys maculatus,6.0, Pomadasys
 Pomadasys panamensis,6.0, Pomadasys
 Pomadasys incisus,6.0, Pomadasys
 Boridia,5.0, Haemulidae
 Boridia grossidens,6.0, Boridia
 Xenistius,5.0, Haemulidae
 Xenistius californiensis,6.0, Xenistius
 Microlepidotus,5.0, Haemulidae
 Microlepidotus brevipinnis,6.0, Microlepidotus
 Microlepidotus inornatus,6.0, Microlepidotus
 Kuhliidae,4.0, Perciformes
 Kuhlia,5.0, Kuhliidae
 Kuhlia rupestris,6.0, Kuhlia
 Kuhlia marginata,6.0, Kuhlia
 Kuhlia malo,6.0, Kuhlia
 Kuhlia mugil,6.0, Kuhlia
 Kuhlia xenura,6.0, Kuhlia
 Kuhlia sandvicensis,6.0, Kuhlia
 Kyphosidae,4.0, Perciformes
 Microcanthus,5.0, Kyphosidae
 Microcanthus strigatus,6.0, Microcanthus
 Tilodon,5.0, Kyphosidae
 Tilodon sexfasciatum,6.0, Tilodon
 Atypichthys,5.0, Kyphosidae
 Atypichthys strigatus,6.0, Atypichthys
 Atypichthys latus,6.0, Atypichthys
 Neoscorpis,5.0, Kyphosidae
 Neoscorpis lithophilus,6.0, Neoscorpis
 Medialuna,5.0, Kyphosidae
 Medialuna californiensis,6.0, Medialuna
 Labracoglossa,5.0, Kyphosidae
 Scorpis,5.0, Kyphosidae
 Scorpis aequipinnis,6.0, Scorpis
 Scorpis lineolata,6.0, Scorpis
 Girella,5.0, Kyphosidae
 Girella elevata,6.0, Girella
 Girella tricuspidata,6.0, Girella
 Girella zebra,6.0, Girella
 Girella nigricans,6.0, Girella
 Girella punctata,6.0, Girella
 Girella mezina,6.0, Girella
 Girella laevifrons,6.0, Girella
 Girella leonina,6.0, Girella
 Graus,5.0, Kyphosidae
 Graus nigra,6.0, Graus
 Sectator,5.0, Kyphosidae
 Sectator ocyurus,6.0, Sectator
 Hermosilla,5.0, Kyphosidae
 Hermosilla azurea,6.0, Hermosilla
 Kyphosus,5.0, Kyphosidae
 Kyphosus cinerascens,6.0, Kyphosus
 Kyphosus sectatrix,6.0, Kyphosus
 Kyphosus bigibbus,6.0, Kyphosus
 Kyphosus elegans,6.0, Kyphosus
 Kyphosus incisor,6.0, Kyphosus
 Kyphosus vaigiensis,6.0, Kyphosus
 Kyphosus analogus,6.0, Kyphosus
 Lactariidae,4.0, Perciformes
 Lactarius,5.0, Lactariidae
 Lactarius lactarius,6.0, Lactarius
 Leiognathidae,4.0, Perciformes
 Photopectoralis,5.0, Leiognathidae
 Photopectoralis bindus,6.0, Photopectoralis
 Photopectoralis panayensis,6.0, Photopectoralis
 Leiognathus,5.0, Leiognathidae
 Leiognathus brevirostris,6.0, Leiognathus
 Leiognathus equulus,6.0, Leiognathus
 Leiognathus robustus,6.0, Leiognathus
 Leiognathus daura,6.0, Leiognathus
 Leiognathus dussumieri,6.0, Leiognathus
 Aurigequula,5.0, Leiognathidae
 Aurigequula longispina,6.0, Aurigequula
 Secutor,5.0, Leiognathidae
 Secutor insidiator,6.0, Secutor
 Secutor hanedai,6.0, Secutor
 Secutor indicius,6.0, Secutor
 Secutor ruconius,6.0, Secutor
 Secutor megalolepis,6.0, Secutor
 Equulites,5.0, Leiognathidae
 Equulites laterofenestra,6.0, Equulites
 Equulites elongatus,6.0, Equulites
 Equulites rivulatus,6.0, Equulites
 Equulites stercorarius,6.0, Equulites
 Equulites leuciscus,6.0, Equulites
 Nuchequula,5.0, Leiognathidae
 Nuchequula decora,6.0, Nuchequula
 Nuchequula blochii,6.0, Nuchequula
 Nuchequula pan,6.0, Nuchequula
 Nuchequula nuchalis,6.0, Nuchequula
 Nuchequula mannusella,6.0, Nuchequula
 Gazza,5.0, Leiognathidae
 Gazza rhombea,6.0, Gazza
 Gazza minuta,6.0, Gazza
 Gazza dentex,6.0, Gazza
 Gazza achlamys,6.0, Gazza
 Gazza squamiventralis,6.0, Gazza
 Caristiidae,4.0, Perciformes
 Caristius,5.0, Caristiidae
 Caristius macropus,6.0, Caristius
 Paracaristius,5.0, Caristiidae
 Paracaristius maderensis,6.0, Paracaristius
 Leptobramidae,4.0, Perciformes
 Leptobrama,5.0, Leptobramidae
 Leptobrama muelleri,6.0, Leptobrama
 Pinguipedidae,4.0, Perciformes
 Cheimarrichthys,5.0, Cheimarrichthyidae
 Cheimarrichthys fosteri,6.0, Cheimarrichthys
