parent,child,hits,score,score.1,Hits,Score
LENTIPES,CONCOLOR,8.0,13.54,13.54,8.0,13.54
LEPTOCOTTUS,ARMATUS,2.0,13.99,13.99,2.0,13.99
LEPTODORA,KINDTII,6.0,13.88,13.88,6.0,13.88
LETHENTERON,REISSNERI,6.0,13.5,13.5,6.0,13.5
LEUCASPIUS,DELINEATUS,6.0,13.88,13.88,6.0,13.88
LIGULA,INTESTINALIS,9.0,13.99,13.99,9.0,13.99
LIMANDA,LIMANDA,2.0,13.99,13.99,2.0,13.99
LUCIOBARBUS,ALBANICUS,1.0,13.99,13.99,1.0,13.99
LUTJANUS,GRISEUS,3.0,13.77,13.77,3.0,13.77
LUTRA,LUTRA,12.0,13.99,13.99,12.0,13.99
MACCULLOCHELLA,PEELII,17.0,13.83,13.83,17.0,13.83
MALLOTUS,VILLOSUS,2.0,13.99,13.99,2.0,13.99
MARGARISCUS,MARGARITA,3.0,13.99,13.99,3.0,13.99
MENIDIA,MENIDIA,9.0,13.64,13.64,9.0,13.64
MERLUCCIUS,MERLUCCIUS,2.0,13.99,13.99,2.0,13.99
MICROPTERUS,DOLOMIEU,36.0,13.74,13.74,36.0,13.74
MIRANDA,MIRZA,1.0,13.99,13.99,1.0,13.99
MISGURNUS,ANGUILLICAUDATUS,14.0,13.85,13.85,14.0,13.85
MORONE,SAXATILIS,21.0,13.86,13.86,21.0,13.86
MUGILIDAE,TERAPONTIDAE,1.0,13.99,13.99,1.0,13.99
MUS,MUSCULUS,2.0,13.99,13.99,2.0,13.99
MUSTELA,VISON,5.0,13.86,13.86,5.0,13.86
MYLOCHEILUS,CAURINUS,2.0,13.99,13.99,2.0,13.99
MYOXOCEPHALUS,THOMPSONII,4.0,13.54,13.54,4.0,13.54
MYRIOPHYLLUM,SPICATUM,5.0,13.73,13.73,5.0,13.73
MYSIS,RELICTA,14.0,13.55,13.55,14.0,13.55
NEOCHANNA,DIVERSUS,3.0,13.99,13.99,3.0,13.99
NEOGOBIUS,MELANOSTOMUS,67.0,13.61,13.61,67.0,13.61
NEOLAMPROLOGUS,PULCHER,1.0,13.99,13.99,1.0,13.99
NICOLA,ELVIRA,2.0,13.99,13.99,2.0,13.99
NOTEMIGONUS,CRYSOLEUCAS,3.0,13.77,13.77,3.0,13.77
NUPHAR,LUTEA,2.0,13.67,13.67,2.0,13.67
OECOLOGIA,APPLICATA,1.0,13.99,13.99,1.0,13.99
OLIGOSARCUS,HEPSETUS,1.0,13.99,13.99,1.0,13.99
ORCONECTES,RUSTICUS,11.0,13.75,13.75,11.0,13.75
OSSEUS,CATCH,1.0,13.99,13.99,1.0,13.99
PARALICHTHYS,DENTATIS,1.0,13.99,13.99,1.0,13.99
PERCA,FLUVIATILIS,230.0,13.5,13.5,230.0,13.5
PETROMYZON,MARINUS,30.0,13.91,13.91,30.0,13.91
PHOXINUS,PHOXINUS,51.0,13.83,13.83,51.0,13.83
PLANT,POTAMOGETON,1.0,13.99,13.99,1.0,13.99
PLATICHTHYS,FLESUS,4.0,13.83,13.83,4.0,13.83
PLECOGLOSSUS,ALTIVELIS,14.0,13.9,13.9,14.0,13.9
PLEURONECTES,PLATESSA,2.0,13.99,13.99,2.0,13.99
PODICEPS,CRISTATUS,3.0,13.99,13.99,3.0,13.99
PODOSTEMUM,CERATOPHYLLUM,3.0,13.99,13.99,3.0,13.99
POECILIA,RETICULATA,22.0,13.67,13.67,22.0,13.67
POTAMORHINA,ALTAMAZONICA,1.0,13.99,13.99,1.0,13.99
PROCHILODUS,LINEATUS,14.0,13.99,13.99,14.0,13.99
PROMELAS,OSTEICHTHYES,1.0,13.99,13.99,1.0,13.99
PROSOPIUM,WILLIAMSONI,10.0,13.67,13.67,10.0,13.67
PROTOGOBIUS,ATTITI,1.0,13.99,13.99,1.0,13.99
PROTOTROCTES,MAREANA,5.0,13.99,13.99,5.0,13.99
PSEUDOGOBIUS,OLORUM,6.0,13.88,13.88,6.0,13.88
PSEUDORASBORA,PARVA,27.0,13.94,13.94,27.0,13.94
PTERODORAS,GRANULOSUS,13.0,13.89,13.89,13.0,13.89
PUNGITIUS,PUNGITIUS,41.0,13.64,13.64,41.0,13.64
PYLODICTIS,OLIVARIS,7.0,13.72,13.72,7.0,13.72
RHAMDIA,QUELEN,1.0,13.99,13.99,1.0,13.99
RHINICHTHYS,CATARACTAE,15.0,13.51,13.51,15.0,13.51
RHODEUS,SERICEUS,23.0,13.57,13.57,23.0,13.57
RICHARDSONIUS,BALTEATUS,12.0,13.88,13.88,12.0,13.88
RUTILUS,RUTILUS,199.0,13.93,13.93,199.0,13.93
SALIX,ALNUS,1.0,13.99,13.99,1.0,13.99
SALVELINUS,ALPINUS,485.0,13.5,13.5,485.0,13.5
SCARDINIUS,ERYTHROPHTHALMUS,29.0,13.72,13.72,29.0,13.72
SCELOPORUS,UNDULATUS,1.0,13.99,13.99,1.0,13.99
SCOPHTHALMUS,MAXIMUS,4.0,13.99,13.99,4.0,13.99
SEBASTES,FLAVIDUS,1.0,13.99,13.99,1.0,13.99
SEMOTILUS,ATROMACULATUS,21.0,13.61,13.61,21.0,13.61
SERRANUS,SCRIBA,2.0,13.99,13.99,2.0,13.99
SICYDIUM,PUNCTATUM,16.0,13.57,13.57,16.0,13.57
SOLEA,SOLEA,6.0,13.99,13.99,6.0,13.99
SPARGANIUM,ERECTUM,1.0,13.99,13.99,1.0,13.99
SPARIDAE,MUGILIDAE,1.0,13.99,13.99,1.0,13.99
SPARUS,AURATA,4.0,13.99,13.99,4.0,13.99
STENODUS,LEUCICHTHYS,1.0,13.99,13.99,1.0,13.99
STENOGOBIUS,GENIVITTATUS,1.0,13.99,13.99,1.0,13.99
STIPHODON,PERCNOPTERYGIONUS,4.0,13.99,13.99,4.0,13.99
SUOMEN,MERIALUEILLA,1.0,13.99,13.99,1.0,13.99
SYNCOMISTES,BUTLERI,1.0,13.99,13.99,1.0,13.99
THALASSOMA,BIFASCIATUM,3.0,13.99,13.99,3.0,13.99
THYMALLUS,THYMALLUS,67.0,13.61,13.61,67.0,13.61
TINCA,TINCA,27.0,13.87,13.87,27.0,13.87
TRIDENTIGER,BREVISPINIS,4.0,13.67,13.67,4.0,13.67
UMBRA,LIMI,6.0,13.77,13.77,6.0,13.77
VALLISNERIA,AMERICUNA,3.0,13.99,13.99,3.0,13.99
VENUSTA,CYPRINIFORMES,1.0,13.99,13.99,1.0,13.99
VIMBA,VIMBA,5.0,13.99,13.99,5.0,13.99
XYRAUCHEN,TEXANUS,9.0,13.71,13.71,9.0,13.71
ZANNICHELLIA,CALLITRICHE,1.0,13.99,13.99,1.0,13.99
