parent,child,hits,score,score.1,Hits,Score
TROUT,TRUTTA,226.0,12.29,12.29,226.0,12.29
TRUTTA,LINNAEUS,14.0,11.44,11.44,14.0,11.44
TYPHA,LATIFOLIA,1.0,13.41,13.41,1.0,13.41
UMBRA,KRAMERI,2.0,12.68,12.68,2.0,12.68
UMBRA,LIMI,6.0,13.77,13.77,6.0,13.77
UTRICULARIA,VULGARIS,1.0,12.68,12.68,1.0,12.68
VALLISNERIA,AMERICUNA,3.0,13.99,13.99,3.0,13.99
VENUSTA,CYPRINIFORMES,1.0,13.99,13.99,1.0,13.99
VICTORIA,BAY,1.0,12.41,12.41,1.0,12.41
VICTORIA,ISLAND,1.0,13.0,13.0,1.0,13.0
VICTORIA,NYEREREI,1.0,11.09,11.09,1.0,11.09
VIMBA,VIMBA,5.0,13.99,13.99,5.0,13.99
VISON,ESOX,1.0,11.0,11.0,1.0,11.0
VISON,LUCIUS,1.0,11.09,11.09,1.0,11.09
VITREUM,HIODON,1.0,11.67,11.67,1.0,11.67
VOLUCELLUS,PERCINA,1.0,11.99,11.99,1.0,11.99
WATER,SULVELINUS,1.0,11.67,11.67,1.0,11.67
WHIPPLEI,HYBOPSIS,1.0,13.0,13.0,1.0,13.0
WHITEFISH,LAVARETUS,23.0,12.06,12.06,23.0,12.06
XYRAUCHEN,TEXANUS,9.0,13.71,13.71,9.0,13.71
ZANNICHELLIA,CALLITRICHE,1.0,13.99,13.99,1.0,13.99
